krs,year,value
1001,2013,0.65791158
1001,2017,0.7028172
1002,2013,0.69712585
1002,2017,0.73463538
1003,2013,0.66968145
1003,2017,0.70724712
1004,2013,0.64470088
1004,2017,0.6601908
1051,2013,0.68531098
1051,2017,0.72177735
1053,2013,0.73907924
1053,2017,0.76804748
1054,2013,0.70380536
1054,2017,0.74735362
1055,2013,0.72153075
1055,2017,0.75286229
1056,2013,0.75282458
1056,2017,0.78132585
1057,2013,0.76208988
1057,2017,0.79596778
1058,2013,0.74879316
1058,2017,0.78248731
1059,2013,0.73023119
1059,2017,0.7652779
1060,2013,0.7342131
1060,2017,0.76516
1061,2013,0.71540962
1061,2017,0.74752061
1062,2013,0.76831309
1062,2017,0.8044272
2000,2013,0.69491886
2000,2017,0.75433885
3101,2013,0.73418851
3101,2017,0.76367547
3102,2013,0.67815177
3102,2017,0.7087522
3103,2013,0.68924466
3103,2017,0.73180473
3151,2013,0.73237277
3151,2017,0.76645171
3153,2013,0.69864998
3153,2017,0.73420985
3154,2013,0.70992785
3154,2017,0.73721984
3155,2013,0.71388967
3155,2017,0.74849338
3157,2013,0.74740969
3157,2017,0.76978438
3158,2013,0.75113178
3158,2017,0.79281092
3159,2013,0.74544387
3159,2017,0.7630781
3241,2013,0.73584198
3241,2017,0.76738225
3251,2013,0.73204761
3251,2017,0.76165913
3252,2013,0.70322435
3252,2017,0.74051142
3254,2013,0.74234302
3254,2017,0.77077065
3255,2013,0.71877582
3255,2017,0.73922677
3256,2013,0.7041295
3256,2017,0.72805331
3257,2013,0.7290034
3257,2017,0.76190897
3351,2013,0.71917312
3351,2017,0.74813161
3352,2013,0.72638813
3352,2017,0.75090162
3353,2013,0.77801043
3353,2017,0.8079877
3354,2013,0.71539408
3354,2017,0.73574561
3355,2013,0.74635527
3355,2017,0.78564621
3356,2013,0.73635711
3356,2017,0.7782196
3357,2013,0.73589664
3357,2017,0.76463064
3358,2013,0.72272803
3358,2017,0.74610784
3359,2013,0.7348229
3359,2017,0.76657308
3360,2013,0.73065248
3360,2017,0.75407921
3361,2013,0.74233763
3361,2017,0.77029465
3401,2013,0.66674737
3401,2017,0.69557674
3402,2013,0.66422739
3402,2017,0.70733426
3403,2013,0.73598224
3403,2017,0.77338592
3404,2013,0.70479011
3404,2017,0.75400114
3405,2013,0.67110571
3405,2017,0.69570802
3451,2013,0.73517895
3451,2017,0.77030072
3452,2013,0.70154103
3452,2017,0.74380279
3453,2013,0.68869534
3453,2017,0.72250681
3454,2013,0.73392129
3454,2017,0.77014344
3455,2013,0.72467455
3455,2017,0.75210291
3456,2013,0.73588966
3456,2017,0.76738348
3457,2013,0.70391188
3457,2017,0.73690457
3458,2013,0.74961212
3458,2017,0.78334112
3459,2013,0.73727431
3459,2017,0.76460344
3460,2013,0.72502372
3460,2017,0.75757937
3461,2013,0.67709557
3461,2017,0.71854603
3462,2013,0.68366385
3462,2017,0.72387849
4011,2013,0.69148073
4011,2017,0.71521997
4012,2013,0.62966703
4012,2017,0.63113832
5111,2013,0.72678549
5111,2017,0.75966749
5112,2013,0.66537118
5112,2017,0.67460893
5113,2013,0.70590169
5113,2017,0.73318481
5114,2013,0.6803369
5114,2017,0.70866253
5116,2013,0.65364654
5116,2017,0.68661573
5117,2013,0.74285465
5117,2017,0.76881989
5119,2013,0.68387167
5119,2017,0.71278175
5120,2013,0.6818044
5120,2017,0.71170401
5122,2013,0.70113476
5122,2017,0.72117843
5124,2013,0.68699707
5124,2017,0.72515481
5154,2013,0.70922802
5154,2017,0.74153457
5158,2013,0.73987824
5158,2017,0.76967648
5162,2013,0.73924913
5162,2017,0.7657759
5166,2013,0.72835862
5166,2017,0.75637908
5170,2013,0.73253921
5170,2017,0.76424094
5314,2013,0.764896
5314,2017,0.78744019
5315,2013,0.71895465
5315,2017,0.75350595
5316,2013,0.71206137
5316,2017,0.74410128
5334,2013,0.72372327
5334,2017,0.76415203
5358,2013,0.71897269
5358,2017,0.75189182
5362,2013,0.72327722
5362,2017,0.76506973
5366,2013,0.70738927
5366,2017,0.74374198
5370,2013,0.70452976
5370,2017,0.74132733
5374,2013,0.7112514
5374,2017,0.74386089
5378,2013,0.77499607
5378,2017,0.79351041
5382,2013,0.74449091
5382,2017,0.78494161
5512,2013,0.70923631
5512,2017,0.74461246
5513,2013,0.64442681
5513,2017,0.67385423
5515,2013,0.78503877
5515,2017,0.81847142
5554,2013,0.74353846
5554,2017,0.77563674
5558,2013,0.7765424
5558,2017,0.80609173
5562,2013,0.7072874
5562,2017,0.73373862
5566,2013,0.74636226
5566,2017,0.77356775
5570,2013,0.74413729
5570,2017,0.77357302
5711,2013,0.71690482
5711,2017,0.74829528
5754,2013,0.71837151
5754,2017,0.7497863
5758,2013,0.70298846
5758,2017,0.73096306
5762,2013,0.72757059
5762,2017,0.75898101
5766,2013,0.71830265
5766,2017,0.74469113
5770,2013,0.6966049
5770,2017,0.73130351
5774,2013,0.70197465
5774,2017,0.74395781
5911,2013,0.7143143
5911,2017,0.74659126
5913,2013,0.67393087
5913,2017,0.71714309
5914,2013,0.66251059
5914,2017,0.70131728
5915,2013,0.68934939
5915,2017,0.717425
5916,2013,0.67279428
5916,2017,0.69505978
5954,2013,0.73061683
5954,2017,0.75896301
5958,2013,0.72856255
5958,2017,0.75363963
5962,2013,0.69168573
5962,2017,0.71425429
5966,2013,0.73038645
5966,2017,0.75925926
5970,2013,0.71793873
5970,2017,0.75598839
5974,2013,0.71518783
5974,2017,0.74504199
5978,2013,0.72149215
5978,2017,0.74549937
6411,2013,0.72874502
6411,2017,0.77870099
6412,2013,0.69378416
6412,2017,0.74106066
6413,2013,0.63823701
6413,2017,0.66417709
6414,2013,0.68362872
6414,2017,0.72993368
6431,2013,0.7239352
6431,2017,0.77661301
6432,2013,0.74007972
6432,2017,0.78611459
6433,2013,0.71084815
6433,2017,0.7507712
6434,2013,0.77392606
6434,2017,0.81287507
6435,2013,0.70645315
6435,2017,0.75509196
6436,2013,0.77052142
6436,2017,0.80354168
6437,2013,0.70527264
6437,2017,0.75275724
6438,2013,0.73241057
6438,2017,0.7738985
6439,2013,0.75889085
6439,2017,0.79547931
6440,2013,0.72169967
6440,2017,0.77051525
6531,2013,0.71424774
6531,2017,0.75985519
6532,2013,0.67112625
6532,2017,0.72524298
6533,2013,0.69393475
6533,2017,0.75120394
6534,2013,0.69257551
6534,2017,0.76808005
6535,2013,0.70742042
6535,2017,0.74268286
6611,2013,0.66868924
6611,2017,0.71992871
6631,2013,0.71598652
6631,2017,0.75770367
6632,2013,0.70461634
6632,2017,0.74889807
6633,2013,0.73131531
6633,2017,0.77382337
6634,2013,0.72503862
6634,2017,0.7660222
6635,2013,0.69023665
6635,2017,0.73877998
6636,2013,0.70796301
6636,2017,0.7399157
7111,2013,0.69694617
7111,2017,0.74535653
7131,2013,0.74262086
7131,2017,0.78540361
7132,2013,0.70266627
7132,2017,0.74558662
7133,2013,0.7113196
7133,2017,0.75764344
7134,2013,0.65786025
7134,2017,0.72546415
7135,2013,0.73326514
7135,2017,0.77340828
7137,2013,0.71213219
7137,2017,0.75867819
7138,2013,0.71912065
7138,2017,0.75030142
7140,2013,0.72117257
7140,2017,0.77189603
7141,2013,0.71295143
7141,2017,0.76845175
7143,2013,0.72656311
7143,2017,0.76899584
7211,2013,0.68366035
7211,2017,0.74153417
7231,2013,0.71173324
7231,2017,0.77104163
7232,2013,0.70585434
7232,2017,0.75127253
7233,2013,0.70270049
7233,2017,0.76872585
7235,2013,0.737436
7235,2017,0.80270131
7311,2013,0.67302221
7311,2017,0.72530599
7312,2013,0.64217283
7312,2017,0.70306567
7313,2013,0.69928112
7313,2017,0.76896686
7314,2013,0.65867677
7314,2017,0.69015126
7315,2013,0.745848
7315,2017,0.80218127
7316,2013,0.73079428
7316,2017,0.77755222
7317,2013,0.62040538
7317,2017,0.67086479
7318,2013,0.70429391
7318,2017,0.75372746
7319,2013,0.66361529
7319,2017,0.7225163
7320,2013,0.63781718
7320,2017,0.70510683
7331,2013,0.73127644
7331,2017,0.79730714
7332,2013,0.74266088
7332,2017,0.80285083
7333,2013,0.69731846
7333,2017,0.7514105
7334,2013,0.712349
7334,2017,0.77466671
7335,2013,0.71533034
7335,2017,0.75807104
7336,2013,0.70952381
7336,2017,0.75763019
7337,2013,0.73903341
7337,2017,0.7977347
7338,2013,0.76959946
7338,2017,0.80854733
7339,2013,0.77411235
7339,2017,0.8185035
7340,2013,0.74258918
7340,2017,0.79120103
8111,2013,0.76028644
8111,2017,0.79075753
8115,2013,0.76633382
8115,2017,0.79537533
8116,2013,0.76969877
8116,2017,0.80072711
8117,2013,0.73188746
8117,2017,0.76200192
8118,2013,0.76947263
8118,2017,0.7993839
8119,2013,0.75749949
8119,2017,0.78664211
8121,2013,0.67715911
8121,2017,0.71997115
8125,2013,0.74158726
8125,2017,0.78472607
8126,2013,0.71366014
8126,2017,0.76377562
8127,2013,0.68622252
8127,2017,0.74523365
8128,2013,0.72933509
8128,2017,0.77624766
8135,2013,0.71201921
8135,2017,0.74893807
8136,2013,0.73139771
8136,2017,0.76459591
8211,2013,0.71217778
8211,2017,0.74863656
8212,2013,0.72231754
8212,2017,0.77039566
8215,2013,0.74386407
8215,2017,0.78751445
8216,2013,0.7011238
8216,2017,0.75260884
8221,2013,0.76086778
8221,2017,0.81157711
8222,2013,0.68376275
8222,2017,0.72342097
8225,2013,0.70741374
8225,2017,0.75355319
8226,2013,0.74981929
8226,2017,0.79327057
8231,2013,0.64002832
8231,2017,0.68377074
8235,2013,0.73613192
8235,2017,0.77182598
8236,2013,0.75673491
8236,2017,0.79515597
8237,2013,0.71026069
8237,2017,0.75757681
8311,2013,0.75386676
8311,2017,0.80399913
8315,2013,0.75683197
8315,2017,0.8004484
8316,2013,0.73423598
8316,2017,0.78734095
8317,2013,0.68700569
8317,2017,0.74395894
8325,2013,0.7111955
8325,2017,0.75852818
8326,2013,0.70341549
8326,2017,0.74641263
8327,2013,0.70566179
8327,2017,0.7473875
8335,2013,0.7204597
8335,2017,0.76721671
8336,2013,0.69385922
8336,2017,0.74551425
8337,2013,0.69528912
8337,2017,0.73896555
8415,2013,0.74348916
8415,2017,0.78055258
8416,2013,0.78314582
8416,2017,0.81963057
8417,2013,0.70417972
8417,2017,0.74302964
8421,2013,0.73200781
8421,2017,0.77523842
8425,2013,0.76021107
8425,2017,0.79843151
8426,2013,0.73355811
8426,2017,0.78073062
8435,2013,0.74845594
