krs,year,value
8435,2017,0.79244527
8436,2013,0.72746089
8436,2017,0.77446849
8437,2013,0.71431976
8437,2017,0.75608116
9161,2013,0.61509041
9161,2017,0.70911107
9162,2013,0.70895428
9162,2017,0.78186619
9163,2013,0.64370586
9163,2017,0.73673642
9171,2013,0.66095576
9171,2017,0.74310907
9172,2013,0.66366769
9172,2017,0.75267895
9173,2013,0.71124272
9173,2017,0.79331826
9174,2013,0.73842104
9174,2017,0.81090524
9175,2013,0.76467232
9175,2017,0.83720554
9176,2013,0.7394993
9176,2017,0.81653667
9177,2013,0.7186862
9177,2017,0.80363299
9178,2013,0.72467654
9178,2017,0.80179897
9179,2013,0.75075333
9179,2017,0.82056835
9180,2013,0.70440319
9180,2017,0.7928042
9181,2013,0.73919069
9181,2017,0.81398458
9182,2013,0.7286517
9182,2017,0.80018066
9183,2013,0.66540979
9183,2017,0.75368426
9184,2013,0.7690383
9184,2017,0.83498461
9185,2013,0.6839052
9185,2017,0.77292126
9186,2013,0.69774451
9186,2017,0.77179277
9187,2013,0.71265126
9187,2017,0.79966982
9188,2013,0.7784468
9188,2017,0.84071841
9189,2013,0.68663588
9189,2017,0.77256558
9190,2013,0.72152164
9190,2017,0.80306714
9261,2013,0.6514433
9261,2017,0.74272091
9262,2013,0.63613292
9262,2017,0.73291811
9263,2013,0.57380973
9263,2017,0.67406243
9271,2013,0.60256466
9271,2017,0.70871442
9272,2013,0.59871871
9272,2017,0.71928175
9273,2013,0.66853565
9273,2017,0.75595265
9274,2013,0.69689298
9274,2017,0.78704804
9275,2013,0.62180864
9275,2017,0.73467092
9276,2013,0.60119741
9276,2017,0.71934784
9277,2013,0.63715861
9277,2017,0.73449568
9278,2013,0.69309844
9278,2017,0.77922279
9279,2013,0.62201017
9279,2017,0.7253612
9361,2013,0.60688765
9361,2017,0.70070853
9362,2013,0.65975092
9362,2017,0.75996145
9363,2013,0.6182786
9363,2017,0.69846947
9371,2013,0.70185959
9371,2017,0.78521847
9372,2013,0.63556897
9372,2017,0.73458498
9373,2013,0.72096279
9373,2017,0.7996951
9374,2013,0.71091611
9374,2017,0.78606507
9375,2013,0.70421762
9375,2017,0.79704657
9376,2013,0.65542
9376,2017,0.75470858
9377,2013,0.70509618
9377,2017,0.78349337
9461,2013,0.65516926
9461,2017,0.75613648
9462,2013,0.65596741
9462,2017,0.72816162
9463,2013,0.65918355
9463,2017,0.73518769
9464,2013,0.62529458
9464,2017,0.69820857
9471,2013,0.71345729
9471,2017,0.80779947
9472,2013,0.71778129
9472,2017,0.79349293
9473,2013,0.70248902
9473,2017,0.77980525
9474,2013,0.73418131
9474,2017,0.81302211
9475,2013,0.70116937
9475,2017,0.77822658
9476,2013,0.69021586
9476,2017,0.76456372
9477,2013,0.69307683
9477,2017,0.7727571
9478,2013,0.68275043
9478,2017,0.75613591
9479,2013,0.66560625
9479,2017,0.74455051
9561,2013,0.61570724
9561,2017,0.70969196
9562,2013,0.73731665
9562,2017,0.80094462
9563,2013,0.64660575
9563,2017,0.73075768
9564,2013,0.66267906
9564,2017,0.7365603
9565,2013,0.70209921
9565,2017,0.76274386
9571,2013,0.68930262
9571,2017,0.77336289
9572,2013,0.75581021
9572,2017,0.82624456
9573,2013,0.74109214
9573,2017,0.80941606
9574,2013,0.74444341
9574,2017,0.81765972
9575,2013,0.70051437
9575,2017,0.77528003
9576,2013,0.73550986
9576,2017,0.80214381
9577,2013,0.68174738
9577,2017,0.74409063
9661,2013,0.64793266
9661,2017,0.72644334
9662,2013,0.59441704
9662,2017,0.68527504
9663,2013,0.68594843
9663,2017,0.76853411
9671,2013,0.72258954
9671,2017,0.80300002
9672,2013,0.69890035
9672,2017,0.78136376
9673,2013,0.70160148
9673,2017,0.77674751
9674,2013,0.71484552
9674,2017,0.80197146
9675,2013,0.70527255
9675,2017,0.78598846
9676,2013,0.70389039
9676,2017,0.78636985
9677,2013,0.72586709
9677,2017,0.80325665
9678,2013,0.73841685
9678,2017,0.81121554
9679,2013,0.76354128
9679,2017,0.83305598
9761,2013,0.63110079
9761,2017,0.71808822
9762,2013,0.62041076
9762,2017,0.71158513
9763,2013,0.61240342
9763,2017,0.7150434
9764,2013,0.63345481
9764,2017,0.72680062
9771,2013,0.71967797
9771,2017,0.80357125
9772,2013,0.70818573
9772,2017,0.78537747
9773,2013,0.66449832
9773,2017,0.75086113
9774,2013,0.65422939
9774,2017,0.7389218
9775,2013,0.68460772
9775,2017,0.76038517
9776,2013,0.6907398
9776,2017,0.77684426
9777,2013,0.70965119
9777,2017,0.79282952
9778,2013,0.68708626
9778,2017,0.77451798
9779,2013,0.69358275
9779,2017,0.78107725
9780,2013,0.71970919
9780,2017,0.79615184
10041,2013,0.68390945
10041,2017,0.73089588
10042,2013,0.71158331
10042,2017,0.76621539
10043,2013,0.69273231
10043,2017,0.73461917
10044,2013,0.70991312
10044,2017,0.75790138
10045,2013,0.72922822
10045,2017,0.77205544
10046,2013,0.75650239
10046,2017,0.79928389
11000,2013,0.71345658
11000,2017,0.74669985
12051,2013,0.59727479
12051,2017,0.64715211
12052,2013,0.64811531
12052,2017,0.71665208
12053,2013,0.63567006
12053,2017,0.68246694
12054,2013,0.72639325
12054,2017,0.78088057
12060,2013,0.67345232
12060,2017,0.7340393
12061,2013,0.71092106
12061,2017,0.75237492
12062,2013,0.66690459
12062,2017,0.73098457
12063,2013,0.68375673
12063,2017,0.72825745
12064,2013,0.66149418
12064,2017,0.72841448
12065,2013,0.6898559
12065,2017,0.73934461
12066,2013,0.64589118
12066,2017,0.70727828
12067,2013,0.6760676
12067,2017,0.71658486
12068,2013,0.61680412
12068,2017,0.67110738
12069,2013,0.72316354
12069,2017,0.76847141
12070,2013,0.64405132
12070,2017,0.68485991
12071,2013,0.67139206
12071,2017,0.73671037
12072,2013,0.66135571
12072,2017,0.72442601
12073,2013,0.62383798
12073,2017,0.68280998
13003,2013,0.66369969
13003,2017,0.7147081
13004,2013,0.6722115
13004,2017,0.71796778
13071,2013,0.63241551
13071,2017,0.68355753
13072,2013,0.64935948
13072,2017,0.719764
13073,2013,0.62403472
13073,2017,0.6861063
13074,2013,0.64150332
13074,2017,0.69660828
13075,2013,0.62409932
13075,2017,0.68885369
13076,2013,0.65593601
13076,2017,0.70993384
14511,2013,0.66846543
14511,2017,0.74450949
14521,2013,0.68575465
14521,2017,0.74456046
14522,2013,0.68437743
14522,2017,0.74160172
14523,2013,0.6769291
14523,2017,0.72954356
14524,2013,0.67312777
14524,2017,0.7216296
14612,2013,0.73169416
14612,2017,0.78392262
14625,2013,0.68381919
14625,2017,0.74599631
14626,2013,0.67062438
14626,2017,0.721619
14627,2013,0.69086321
14627,2017,0.74965476
14628,2013,0.69782722
14628,2017,0.76204462
14713,2013,0.67154752
14713,2017,0.7442793
14729,2013,0.67697368
14729,2017,0.73923549
14730,2013,0.65303062
14730,2017,0.71111423
15001,2013,0.63635609
15001,2017,0.68786254
15002,2013,0.64116235
15002,2017,0.69687622
15003,2013,0.62773211
15003,2017,0.68563352
15081,2013,0.62220804
15081,2017,0.66940885
15082,2013,0.59592797
15082,2017,0.66056738
15083,2013,0.60645092
15083,2017,0.66741871
15084,2013,0.60388822
15084,2017,0.66931909
15085,2013,0.5767552
15085,2017,0.65893094
15086,2013,0.61860989
15086,2017,0.67694894
15087,2013,0.59461313
15087,2017,0.65671981
15088,2013,0.61807654
15088,2017,0.6899625
15089,2013,0.58007853
15089,2017,0.63302507
15090,2013,0.61169464
15090,2017,0.6588
15091,2013,0.64263966
15091,2017,0.68776022
16051,2013,0.684026
16051,2017,0.74658982
16052,2013,0.65838758
16052,2017,0.7129759
16053,2013,0.72466745
16053,2017,0.78352825
16054,2013,0.65567108
16054,2017,0.70785457
16055,2013,0.69405177
16055,2017,0.74884241
16056,2013,0.65695242
16056,2017,0.7204873
16061,2013,0.70755943
16061,2017,0.75931662
16062,2013,0.64462855
16062,2017,0.68760905
16063,2013,0.66943442
16063,2017,0.73774189
16064,2013,0.65243484
16064,2017,0.70592496
16065,2013,0.63601981
16065,2017,0.70416368
16066,2013,0.65592705
16066,2017,0.72214933
16067,2013,0.66456477
16067,2017,0.72410805
16068,2013,0.6510646
16068,2017,0.72056577
16069,2013,0.65761016
16069,2017,0.72762646
16070,2013,0.68932197
16070,2017,0.74955479
16071,2013,0.68856869
16071,2017,0.75330436
16072,2013,0.63485858
16072,2017,0.6995782
16073,2013,0.66107907
16073,2017,0.72547336
16074,2013,0.70128121
16074,2017,0.75934936
16075,2013,0.68139955
16075,2017,0.742958
16076,2013,0.69457729
16076,2017,0.74845061
16077,2013,0.63689102
16077,2017,0.70969579
