ds,id,name
2014,7134,Birkenfeld
2014,9163,Rosenheim (Kreisfreie Stadt)
2014,15002,Halle (Saale)
2014,9171,Altötting
2014,9181,Landsberg am Lech
2014,7339,Mainz-Bingen
2014,7140,Rhein-Hunsrück-Kreis
2014,8417,Zollernalbkreis
2014,8437,Sigmaringen
2014,9771,Aichach-Friedberg
2014,9779,Donau-Ries
2014,5362,Rhein-Erft-Kreis
2014,6535,Vogelsbergkreis
2014,7111,Koblenz
2014,9565,Schwabach
2014,8416,Tübingen
2014,5111,Düsseldorf
2014,6631,Fulda
2014,3157,Peine
2014,5711,Bielefeld
2014,8231,Pforzheim
2014,9675,Kitzingen
2014,8325,Rottweil
2014,1058,Rendsburg-Eckernförde
2014,8236,Enzkreis
2014,5758,Herford
2014,5774,Paderborn
2014,6439,Rheingau-Taunus-Kreis
2014,5158,Mettmann
2014,5562,Recklinghausen
2014,5978,Unna
2014,5119,Oberhausen
2014,10043,Neunkirchen
2014,7132,Altenkirchen (Westerwald)
2014,6533,Limburg-Weilburg
2014,3156,Osterode am Harz
2014,9262,Passau (Kreisfreie Stadt)
2014,10042,Merzig-Wadern
2014,8212,Karlsruhe (Stadtkreis)
2014,3254,Hildesheim
2014,3403,Oldenburg (Oldb)
2014,9673,Rhön-Grabfeld
2014,5382,Rhein-Sieg-Kreis
2014,9761,Augsburg (Kreisfreie Stadt)
2014,9772,Augsburg (Landkreis)
2014,9277,Rottal-Inn
2014,1001,Flensburg
2014,7143,Westerwaldkreis
2014,3102,Salzgitter
2014,3158,Wolfenbüttel
2014,16053,Jena
2014,9464,Hof (Kreisfreie Stadt)
2014,7317,Pirmasens
2014,8421,Ulm
2014,3355,Lüneburg
2014,9176,Eichstätt
2014,8415,Reutlingen
2014,5512,Bottrop
2014,16069,Hildburghausen
2014,5570,Warendorf
2014,9571,Ansbach (Landkreis)
2014,8127,Schwäbisch Hall
2014,16062,Nordhausen
2014,15001,Dessau-Roßlau
2014,9476,Kronach
2014,9473,Coburg (Landkreis)
2014,9674,Haßberge
2014,9762,Kaufbeuren
2014,9462,Bayreuth (Kreisfreie Stadt)
2014,8221,Heidelberg
2014,16072,Sonneberg
2014,6433,Groß-Gerau
2014,16055,Weimar
2014,5558,Coesfeld
2014,9161,Ingolstadt
2014,3461,Wesermarsch
2014,9561,Ansbach (Kreisfreie Stadt)
2014,7320,Zweibrücken
2014,7318,Speyer
2014,5515,Münster
2014,3354,Lüchow-Dannenberg
2014,5915,Hamm
2014,9177,Erding
2014,9185,Neuburg-Schrobenhausen
2014,1061,Steinburg
2014,3256,Nienburg (Weser)
2014,5754,Gütersloh
2014,3404,Osnabrück (Kreisfreie Stadt)
2014,9474,Forchheim
2014,9572,Erlangen-Höchstadt
2014,9174,Dachau
2014,9563,Fürth (Kreisfreie Stadt)
2014,7316,Neustadt an der Weinstraße
2014,9573,Fürth (Landkreis)
2014,9190,Weilheim-Schongau
2014,1057,Plön
2014,9576,Roth
2014,3101,Braunschweig
2014,16052,Gera
2014,16054,Suhl
2014,16066,Schmalkalden-Meiningen
2014,5154,Kleve
2014,7319,Worms
2014,5170,Wesel
2014,6431,Bergstraße
2014,5378,Rheinisch-Bergischer Kreis
2014,5166,Viersen
2014,8436,Ravensburg
2014,7131,Ahrweiler
2014,15086,Jerichower Land
2014,8121,Heilbronn (Stadtkreis)
2014,7135,Cochem-Zell
2014,16056,Eisenach
2014,5122,Solingen
2014,5114,Krefeld
2014,16067,Gotha
2014,16064,Unstrut-Hainich-Kreis
2014,5116,Mönchengladbach
2014,15087,Mansfeld-Südharz
2014,9764,Memmingen
2014,9361,Amberg
2014,9463,Coburg (Kreisfreie Stadt)
2014,1002,Kiel
2014,3451,Ammerland
2014,8237,Freudenstadt
2014,3455,Friesland
2014,9184,München (Landkreis)
2014,6634,Schwalm-Eder-Kreis
2014,9179,Fürstenfeldbruck
2014,7231,Bernkastel-Wittlich
2014,5124,Wuppertal
2014,9471,Bamberg (Landkreis)
2014,6434,Hochtaunuskreis
2014,5117,Mülheim an der Ruhr
2014,8311,Freiburg im Breisgau
2014,9478,Lichtenfels
2014,3452,Aurich
2014,3462,Wittmund
2014,5766,Lippe
2014,16077,Altenburger Land
2014,16061,Eichsfeld
2014,6636,Werra-Meißner-Kreis
2014,1003,Lübeck
2014,16074,Saale-Holzland-Kreis
2014,15003,Magdeburg
2014,15091,Wittenberg
2014,3251,Diepholz
2014,5974,Soest
2014,5962,Märkischer Kreis
2014,9178,Freising
2014,5374,Oberbergischer Kreis
2014,5112,Duisburg
2014,6412,Frankfurt am Main
2014,9577,Weißenburg-Gunzenhausen
2014,5770,Minden-Lübbecke
2014,9162,München (Kreisfreie Stadt)
2014,7334,Germersheim
2014,5970,Siegen-Wittgenstein
2014,8226,Rhein-Neckar-Kreis
2014,7233,Vulkaneifel
2014,6534,Marburg-Biedenkopf
2014,5366,Euskirchen
2014,15084,Burgenlandkreis
2014,9279,Dingolfing-Landau
2014,5513,Gelsenkirchen
2014,7313,Landau in der Pfalz
2014,7314,Ludwigshafen am Rhein
2014,6413,Offenbach am Main
2014,6440,Wetteraukreis
2014,7331,Alzey-Worms
2014,5113,Essen
2014,3151,Gifhorn
2014,2000,Hamburg
2014,7315,Mainz
2014,1055,Ostholstein
2014,16076,Greiz
2014,8435,Bodenseekreis
2014,9263,Straubing
2014,9678,Schweinfurt (Landkreis)
2014,7336,Kusel
2014,9278,Straubing-Bogen
2014,1062,Stormarn
2014,5954,Ennepe-Ruhr-Kreis
2014,3359,Stade
2014,15083,Börde
2014,15081,Altmarkkreis Salzwedel
2014,10044,Saarlouis
2014,9376,Schwandorf
2014,14626,Görlitz
2014,1054,Nordfriesland
2014,9461,Bamberg (Kreisfreie Stadt)
2014,12054,Potsdam
2014,7235,Trier-Saarburg
2014,6414,Wiesbaden
2014,12052,Cottbus
2014,5120,Remscheid
2014,7141,Rhein-Lahn-Kreis
2014,13071,Mecklenburgische Seenplatte
2014,5911,Bochum
2014,3241,Region Hannover
2014,3257,Schaumburg
2014,8117,Göppingen
2014,8317,Ortenaukreis
2014,1004,Neumünster
2014,8222,Mannheim
2014,12060,Barnim
2014,13004,Schwerin
2014,12062,Elbe-Elster
2014,12051,Brandenburg an der Havel
2014,9375,Regensburg (Landkreis)
2014,6633,Kassel (Landkreis)
2014,12067,Oder-Spree
2014,12069,Potsdam-Mittelmark
2014,5316,Leverkusen
2014,3405,Wilhelmshaven
2014,7211,Trier
2014,16051,Erfurt
2014,9671,Aschaffenburg (Landkreis)
2014,6435,Main-Kinzig-Kreis
2014,8225,Neckar-Odenwald-Kreis
2014,16065,Kyffhäuserkreis
2014,9778,Unterallgäu
2014,9663,Würzburg (Kreisfreie Stadt)
2014,14729,Leipzig (Landkreis)
2014,5916,Herne
2014,7312,Kaiserslautern (Kreisfreie Stadt)
2014,14511,Chemnitz
2014,14713,Leipzig (Kreisfreie Stadt)
2014,6632,Hersfeld-Rotenburg
2014,9175,Ebersberg
2014,9374,Neustadt a.d. Waldnaab
2014,8215,Karlsruhe (Landkreis)
2014,4011,Bremen
2014,9479,Wunsiedel i. Fichtelgebirge
2014,3356,Osterholz
2014,7333,Donnersbergkreis
2014,7133,Bad Kreuznach
2014,11000,Berlin
2014,9575,Neustadt a.d. Aisch-Bad Windsheim
2014,9373,Neumarkt i.d. OPf.
2014,3360,Uelzen
2014,5162,Rhein-Kreis Neuss
2014,3456,Grafschaft Bentheim
2014,9363,Weiden i.d. OPf.
2014,8335,Konstanz
2014,8336,Lörrach
2014,13075,Vorpommern-Greifswald
2014,14522,Mittelsachsen
2014,8337,Waldshut
2014,5314,Bonn
2014,12053,Frankfurt (Oder)
2014,13072,Rostock (Landkreis)
2014,3153,Goslar
2014,12071,Spree-Neiße
2014,14730,Nordsachsen
2014,13076,Ludwigslust-Parchim
2014,3357,Rotenburg (Wümme)
2014,5958,Hochsauerlandkreis
2014,9472,Bayreuth (Landkreis)
2014,9261,Landshut (Kreisfreie Stadt)
2014,9661,Aschaffenburg (Kreisfreie Stadt)
2014,9362,Regensburg (Kreisfreie Stadt)
2014,5358,Düren
2014,15085,Harz
2014,1056,Pinneberg
2014,9562,Erlangen
2014,9564,Nürnberg
2014,3353,Harburg
2014,9662,Schweinfurt (Kreisfreie Stadt)
2014,15089,Salzlandkreis
2014,8128,Main-Tauber-Kreis
2014,9679,Würzburg (Landkreis)
2014,16068,Sömmerda
2014,16073,Saalfeld-Rudolstadt
2014,9274,Landshut (Landkreis)
2014,12073,Uckermark
2014,10046,St. Wendel
2014,15082,Anhalt-Bitterfeld
2014,5966,Olpe
2014,3255,Holzminden
2014,7138,Neuwied
2014,8111,Stuttgart
2014,6411,Darmstadt
2014,9186,Pfaffenhofen a.d. Ilm
2014,9183,Mühldorf a. Inn
2014,8119,Rems-Murr-Kreis
2014,3352,Cuxhaven
2014,4012,Bremerhaven
2014,3361,Verden
2014,5315,Köln
2014,6531,Gießen
2014,9775,Neu-Ulm
2014,13003,Rostock (Kreisfreie Stadt)
2014,3358,Heidekreis
2014,15090,Stendal
2014,6438,Offenbach
2014,3152,Göttingen
2014,12070,Prignitz
2014,9774,Günzburg
2014,9776,Lindau (Bodensee)
2014,7332,Bad Dürkheim
2014,16071,Weimarer Land
2014,16070,Ilm-Kreis
2014,15088,Saalekreis
2014,8211,Baden-Baden
2014,1059,Schleswig-Flensburg
2014,12072,Teltow-Fläming
2014,9676,Miltenberg
2014,7340,Südwestpfalz
2014,9777,Ostallgäu
2014,9672,Bad Kissingen
2014,8125,Heilbronn (Landkreis)
2014,12061,Dahme-Spreewald
2014,9275,Passau (Landkreis)
2014,6436,Main-Taunus-Kreis
2014,9677,Main-Spessart
2014,10045,Saarpfalz-Kreis
2014,12068,Ostprignitz-Ruppin
2014,8316,Emmendingen
2014,9780,Oberallgäu
2014,9187,Rosenheim (Landkreis)
2014,14523,Vogtlandkreis
2014,9372,Cham
2014,1051,Dithmarschen
2014,9276,Regen
2014,9172,Berchtesgadener Land
2014,8118,Ludwigsburg
2014,12065,Oberhavel
2014,5762,Höxter
2014,9180,Garmisch-Partenkirchen
2014,8115,Böblingen
2014,7335,Kaiserslautern (Landkreis)
2014,14612,Dresden
2014,8315,Breisgau-Hochschwarzwald
2014,3457,Leer
2014,9182,Miesbach
2014,8326,Schwarzwald-Baar-Kreis
2014,3402,Emden
2014,1060,Segeberg
2014,7337,Südliche Weinstraße
2014,5554,Borken
2014,9189,Traunstein
2014,9475,Hof (Landkreis)
2014,5566,Steinfurt
2014,3454,Emsland
2014,16075,Saale-Orla-Kreis
2014,8135,Heidenheim
2014,6532,Lahn-Dill-Kreis
2014,3460,Vechta
2014,9773,Dillingen a.d. Donau
2014,7311,Frankenthal (Pfalz)
2014,8327,Tuttlingen
2014,3453,Cloppenburg
2014,3459,Osnabrück (Landkreis)
2014,7338,Rhein-Pfalz-Kreis
2014,12066,Oberspreewald-Lausitz
2014,3154,Helmstedt
2014,9377,Tirschenreuth
2014,8126,Hohenlohekreis
2014,5334,Städteregion Aachen
2014,12063,Havelland
2014,3252,Hameln-Pyrmont
2014,3103,Wolfsburg
2014,13074,Nordwestmecklenburg
2014,3351,Celle
2014,12064,Märkisch-Oderland
2014,7137,Mayen-Koblenz
2014,6635,Waldeck-Frankenberg
2014,6432,Darmstadt-Dieburg
2014,8425,Alb-Donau-Kreis
2014,8426,Biberach
2014,6437,Odenwaldkreis
2014,5370,Heinsberg
2014,8216,Rastatt
2014,9173,Bad Tölz-Wolfratshausen
2014,8235,Calw
2014,10041,Regionalverband Saarbrücken
2014,3155,Northeim
2014,1053,Herzogtum Lauenburg
2014,13073,Vorpommern-Rügen
2014,14521,Erzgebirgskreis
2014,14627,Meißen
2014,14628,Sächsische Schweiz-Osterzgebirge
2014,9272,Freyung-Grafenau
2014,9271,Deggendorf
2014,14524,Zwickau
