id,name,no2Ags
09372158,Schorndorf,14523320
09278144,Laberweinting,14523320
09277116,Eggenfelden,14523320
09479111,Bad Alexandersbad,14523320
01056027,Hetlingen,13004000
01051003,Averlak,13004000
09189124,Inzell,14523320
09275154,Vilshofen an der Donau,14521020
01051092,Rehm-Flehde-Bargen,13004000
09171115,Erlbach,14523320
09372164,Traitsching,14523320
09278147,Loitzendorf,14523320
09279130,Niederviehbach,14523320
09376133,Guteneck,14523320
09372174,Weiding,14523320
09276113,Arnbruck,14521020
09171111,Altötting,14523320
09376153,Pfreimd,14523320
09278178,Rattenberg,14523320
03151040,Wittingen,15081280
06633016,Liebenau,16064046
12071401,Turnow-Preilack,12052000
09276129,Langdorf,14521020
09479159,Thierstein,14523320
14729250,Machern,14713000
14628410,Wilsdruff,14627210
08128115,Tauberbischofsheim,16066042
09187162,Prien a. Chiemsee,14523320
09277128,Kirchdorf a. Inn,14523320
09277152,Wittibreut,14523320
09780121,Fischen i. Allgäu,10041100
03158002,Baddeckenstedt,15085370
13072036,Graal-Müritz,13003000
09774189,Wiesenbach,16072013
08135021,Hermaringen,16072013
08136068,Stödtlen,16072013
08425005,Altheim (Alb),16066042
09774191,Waldstetten,16072013
08136075,Unterschneidheim,16072013
09275117,Beutelsbach,14521020
16077055,Ziegelheim,16077001
16077022,Kriebitzsch,16077001
09372169,Wald,14523320
09376148,Niedermurach,14523320
09278118,Bogen,14523320
09189130,Nußdorf,14523320
09773133,Glött,16072013
08425092,Öllingen,16072013
08425130,Weidenstetten,16066042
08136018,Ellenberg,16066042
08326055,Schonach im Schwarzwald,10041100
08136037,Kirchheim am Ries,16072013
09775143,Pfaffenhofen a.d. Roth,16072013
08216063,Rheinmünster,10041100
09376176,Weiding,14523320
13071158,Werder,12065310
16077026,Löbichau,16052000
09377154,Tirschenreuth,14523320
09276126,Kirchberg i. Wald,14521020
09277112,Bayerbach,14521020
09372175,Willmering,14523320
09372157,Schönthal,14523320
05770032,Porta Westfalica,15085370
09277131,Malgersdorf,14523320
09171134,Tyrlaching,14523320
09189137,Pittenhart,14523320
09375209,Wiesent,14523320
09172134,Teisendorf,14523320
08235050,Neuweiler,10041518
09183128,Mühldorf a. Inn,14523320
09272145,Schöfweg,14521020
09374146,Pirk,14523320
14521390,Marienberg,14521020
07235058,Kell am See,10044111
09774122,Burtenbach,16072013
09179121,Fürstenfeldbruck,16072013
09373134,Hohenfels,14523320
09576451,Abenberger Wald,16072013
08127089,Vellberg,16066042
09777128,Friesenried,16072013
09179114,Althegnenberg,16072013
09184112,Aschheim,14523320
09184129,Hohenbrunn,14523320
09184136,Ottobrunn,16072013
09263000,Straubing,14523320
09372170,Walderbach,14523320
09376150,Wernberg-Köblitz,14523320
16076055,Paitzdorf,16052000
09778119,Böhen,10041518
09272457,Philippsreuter Wald,14521020
09372153,Roding,14523320
14521150,Drebach,14521020
03254018,Gronau (Leine),15085370
09372168,Waffenbrunn,14523320
09372151,Rimbach,14521020
16077029,Lumpzig,16052000
09189127,Kirchanschöring,14523320
16077009,Göllnitz,16077001
09276120,Drachselsried,14521020
09183114,Buchbach,14523320
16077034,Monstab,16077001
09189126,Kienberg,14523320
09171127,Pleiskirchen,14523320
14730140,Jesewitz,14713000
09183118,Gars a. Inn,14523320
16077027,Lödla,16077001
09276122,Geiersthal,14521020
09187145,Höslwang,14523320
09189149,Tacherting,14523320
09190136,Obersöchering,16072013
09190140,Peiting,16072013
09181135,Reichling,16072013
09184118,Feldkirchen,14523320
09777114,Baisweil,16072013
09184134,Oberhaching,16072013
09184141,Sauerlach,16072013
09173120,Egling,16072013
09184144,Straßlach-Dingharting,16072013
15084207,Gutenborn,16052000
15084442,Schnaudertal,16052000
16076092,Auma-Weidatal,16076022
14625525,Schirgiswalde-Kirschau,14625020
14730160,Laußig,15082015
15084490,Teuchern,15084550
09376160,Schönsee,14523320
09189118,Fridolfing,14523320
09189145,Siegsdorf,14523320
09271122,Grafling,14521020
09271130,Lalling,14521020
09278190,Steinach,14523320
09277149,Triftern,14523320
09187173,Schonstett,14523320
16077003,Dobitschen,16077001
09374159,Tännesberg,14523320
09377159,Wiesau,14523320
09374122,Flossenbürg,14523320
09183132,Oberbergkirchen,14523320
09271111,Aholming,14523320
09479453,Kaiserhammer Forst-Ost,14523320
16076028,Hirschfeld,16052000
09187121,Breitbrunn a. Chiemsee,14523320
09183144,Schwindegg,14523320
09377118,Friedenfels,14523320
09372147,Pösing,14523320
16076062,Rückersdorf,16052000
16076027,Hilbersdorf,16052000
12069216,Golzow,12069020
08126045,Krautheim,16066042
09374139,Neustadt a.d. Waldnaab,14523320
16076074,Teichwitz,16076022
09278179,Rattiszell,14523320
09275131,Kößlarn,14521020
09189111,Altenmarkt a.d. Alz,14523320
09183148,Waldkraiburg,14523320
09279132,Pilsting,14523320
09178116,Au i.d. Hallertau,14523320
09181113,Denklingen,16072013
12068452,Walsleben,12068320
09179136,Mammendorf,16072013
09190151,Schwabsoien,16072013
09180126,Oberau,16072013
05154052,Straelen,10044114
09181131,Obermeitingen,16072013
12069656,Werder (Havel),12054000
07337052,Maikammer,10041518
09372144,Neukirchen b. Hl. Blut,14521020
14625410,Ohorn,14612000
09565000,Schwabach,16072013
09279125,Mamming,14523320
12067137,Friedland,12067120
13074070,Rögnitz,13004000
09276139,Rinchnach,14521020
09372143,Miltach,14523320
09375116,Bach a.d. Donau,14523320
16076008,Brahmenau,16052000
08436052,Kißlegg,10041100
09276127,Kirchdorf i. Wald,14521020
09276138,Regen,14521020
08417022,Geislingen,10041100
09277151,Unterdietfurt,14523320
09278116,Ascha,14523320
09277118,Ering,14521020
09374160,Theisseil,14523320
09372135,Hohenwarth,14521020
09278154,Neukirchen,14523320
09183130,Niederbergkirchen,14523320
09171121,Kastl,14523320
09181139,Schondorf am Ammersee,16072013
09181115,Eching am Ammersee,16072013
09181123,Greifenberg,16072013
09173130,Icking,16072013
09180124,Murnau a. Staffelsee,16072013
09181133,Vilgertshofen,16072013
09772149,Graben,16072013
09576143,Roth,16072013
14522090,Dorfchemnitz,14522400
12061433,Schönefeld,12072017
14713000,Leipzig,
14628170,Hermsdorf/Erzgeb.,14628010
14521140,Deutschneudorf,14522400
14521570,Seiffen/Erzgeb.,14522400
14628150,Hartmannsdorf-Reichenau,14628010
05566092,Westerkappeln,15085370
09274187,Weihmichl,14523320
14522530,Seelitz,14511000
03151021,Parsau,15081280
14524070,Gersdorf,14524080
14522260,Hartmannsdorf,14511000
14522060,Burgstädt,14511000
05170052,Xanten,10044114
14628160,Heidenau,14612000
14730060,Dahlen,14730330
09172114,Bad Reichenhall,14523320
09172124,Marktschellenberg,14523320
09189140,Ruhpolding,14523320
09172454,Schellenberger Forst,14523320
06435023,Rodenbach,16066042
09278139,Hunderdorf,14523320
09272459,Sankt Oswald,14521020
09276111,Achslach,14521020
16076039,Langenwetzendorf,16076022
09183131,Niedertaufkirchen,14523320
09277111,Arnstorf,14523320
09377141,Mitterteich,14523320
14511000,Chemnitz,
14625480,Radeberg,14612000
14729290,Narsdorf,14729050
14521410,Neukirchen/Erzgeb.,14511000
14521220,Gornau/Erzgeb.,14511000
14521310,Jahnsdorf/Erzgeb.,14511000
14523090,Ellefeld,14523260
14524260,Remse,14524080
14524170,Lichtentanne,14524330
14522380,Mühlau,14511000
14522330,Lichtenau,14511000
14521210,Geyer,14521020
14521230,Gornsdorf,14511000
14522540,Striegistal,14522180
09277114,Dietersburg,14523320
08215007,Bretten,10041518
07334017,Lingenfeld,10041518
09173131,Jachenau,16072013
12061332,Mittenwalde,12072017
09172132,Schönau a. Königssee,14523320
09277144,Schönau,14523320
09475162,Rehau,14523320
09778149,Hawangen,10041518
09271141,Osterhofen,14521020
09189143,Seeon-Seebruck,14523320
16076067,Schwaara,16052000
16076029,Hohenleuben,16076022
09377117,Falkenberg,14523320
09279113,Eichendorf,14523320
07334007,Germersheim,10041518
14524300,Werdau,14524330
14524020,Callenberg,14524080
14625550,Schwepnitz,12062124
14729070,Brandis,14713000
14521430,Niederwürschnitz,14511000
14628370,Stadt Wehlen,14612000
15087470,Wimmelburg,15089015
14625560,Sohland a.d. Spree,14625020
09771169,Todtenweis,16072013
14626300,Markersdorf,14626110
09371127,Hirschau,14523320
14522080,Döbeln,14730330
14521030,Aue,14524330
13074034,Hornstorf,13004000
08317057,Kehl,10041100
09479152,Selb,14523320
09479127,Hohenberg a.d. Eger,14523320
09479147,Schirnding,14523320
14522300,Kriebstein,14522180
09377139,Mähring,14523320
09377112,Bärnau,14523320
14730330,Wermsdorf,
05366008,Blankenheim,10044114
09278112,Aholfing,14523320
09375115,Aufhausen,14523320
09187123,Chiemsee,14523320
12068477,Wusterhausen/Dosse,12068320
09275134,Neuhaus a. Inn,14521020
09275127,Hofkirchen,14521020
14628260,Neustadt i. Sa.,14625020
09172452,Eck,14523320
09374123,Georgenberg,14523320
09172129,Ramsau b. Berchtesgaden,14523320
09374118,Eslarn,14523320
09372126,Furth im Wald,14523320
09372167,Zell,14523320
09374132,Leuchtenberg,14523320
09372117,Chamerau,14523320
09479150,Schönwald,14523320
09275159,Windorf,14521020
09271138,Niederalteich,14521020
09189120,Grassau,14523320
14522280,Königsfeld,14729050
14523050,Bergen,14523320
14521050,Bad Schlema,14524330
09277134,Mitterskirchen,14523320
09374166,Weiherhammer,14523320
09377129,Kemnath,14523320
09371136,Kümmersbruck,14523320
08415091,Sonnenbühl,10041518
09777173,Halblech,16072013
08416022,Kirchentellinsfurt,10041518
09377455,Lenauer Forst,14523320
09479455,Martinlamitzer Forst-Süd,14523320
09371121,Freihung,14523320
09774136,Gundremmingen,16072013
09472138,Fichtelberg,14523320
09475184,Weißdorf,14523320
08436011,Baienfurt,10041100
09372124,Eschlkam,14521020
08337022,Bonndorf im Schwarzwald,10041100
09275118,Breitenberg,14521020
09275156,Wegscheid,14521020
09189139,Reit im Winkl,14523320
09189141,Schleching,14523320
09187114,Aschau i. Chiemgau,14523320
09275116,Bad Füssing,14521020
16076023,Großenstein,16052000
09377137,Leonberg,14523320
09277154,Zeilarn,14523320
09479158,Thiersheim,14523320
09276146,Zachenberg,14521020
09189452,Waginger See,14523320
09172128,Piding,14523320
16075132,Tanna,14523320
16075114,Tömmelsdorf,16074102
09475182,Trogen,14523320
09475142,Konradsreuth,14523320
09464000,Hof,14523320
14625190,Großpostwitz/O.L.,14625020
14625390,Obergurig,14625020
14522190,Geringswalde,14730330
16074012,Crossen an der Elster,16052000
16076079,Weida,16076022
16074038,Hartmannsdorf,16052000
15084335,Mertendorf,15084550
15084560,Wethau,15084550
15084375,Osterfeld,15084550
15084013,Meineweh,15084550
15084565,Wetterzeube,16052000
09479461,Vordorfer Forst,14523320
09374140,Neustadt am Kulm,14523320
09375210,Wörth a.d. Donau,14523320
09278197,Wiesenfelden,14523320
14730270,Schkeuditz,14713000
14522620,Zschaitz-Ottewig,14730330
14628080,Dohna,14612000
14524330,Zwickau,
09277122,Geratskirchen,14523320
09376454,Östl. Neubäuer Forst,14523320
09171131,Teising,14523320
09275130,Kirchham,14521020
09372161,Stamsried,14523320
09272451,Annathaler Wald,14521020
09276142,Ruhmannsfelden,14521020
08215089,Walzbachtal,10041518
14625430,Ottendorf-Okrilla,14612000
14522290,Königshain-Wiederau,14511000
14522550,Taura,14511000
14628390,Struppen,14612000
09274111,Adlkofen,14523320
09474161,Pretzfeld,16072013
08115052,Weissach,10041518
14626400,Olbersdorf,14626610
14625380,Neukirch/Lausitz,14625020
06534001,Amöneburg,16056000
09479161,Tröstau,14523320
09371129,Hohenburg,14523320
09371120,Ensdorf,14523320
09377133,Kulmain,14523320
09371118,Ebermannsdorf,14523320
09475454,Martinlamitzer Forst-Nord,14523320
14729220,Kitzscher,14729050
14625200,Großröhrsdorf,14612000
14524250,Reinsdorf,14524330
14625040,Bischofswerda,14625020
09171117,Garching a.d. Alz,14523320
09171113,Burgkirchen a.d. Alz,14523320
09171135,Unterneukirchen,14523320
14628330,Reinhardtsdorf-Schöna,14628010
12064029,Altlandsberg,12060020
14628340,Rosenthal-Bielatal,14628010
14730050,Cavertitz,14730330
03152021,Rosdorf,16064046
16076038,Kühdorf,16076022
09479136,Marktredwitz,14523320
16076036,Korbußen,16052000
16077007,Gerstenberg,16077001
16076058,Pölzig,16052000
16077019,Jückelberg,14524080
09374134,Mantel,14523320
09171122,Kirchweidach,14523320
08127076,Schwäbisch Hall,16066042
14522120,Erlau,14511000
14522520,Sayda,14522400
14521470,Pfaffroda,14522400
14625170,Großharthau,14612000
14521290,Hohndorf,14524080
14523360,Rodewisch,14523260
14625340,Malschwitz,14625020
16076033,Hundhaupten,16052000
16076026,Hartmannsdorf,16052000
16074067,Petersberg,16053000
16074025,Gösen,16052000
15084445,Schönburg,15084550
09475120,Döhlau,14523320
16076064,Saara,16052000
16076003,Bad Köstritz,16052000
09475141,Köditz,14523320
16075116,Triptis,16074102
09276130,Lindberg,14521020
06435017,Langenselbold,16066042
09189160,Unterwössen,14523320
09772177,Meitingen,16072013
14626020,Beiersdorf,14625020
06438008,Mühlheim am Main,16066042
14522200,Großhartmannsdorf,14522180
12065198,Löwenberger Land,12068320
12068426,Temnitztal,12068320
14523200,Markneukirchen,14523320
14524160,Lichtenstein/Sa.,14524080
14521380,Lugau/Erzgeb.,14511000
14521420,Niederdorf,14511000
14628310,Rathen,14612000
14521710,Zwönitz,14521020
14628060,Dippoldiswalde,14628010
14521450,Oelsnitz/Erzgeb.,14524080
14524190,Meerane,14524080
14729150,Geithain,14729050
14521495,Pockau-Lengefeld,14522400
14522320,Leubsdorf,14511000
14524280,St. Egidien,14524080
14521620,Thalheim/Erzgeb.,14511000
14521120,Burkhardtsdorf,14511000
14524010,Bernsdorf,14524080
14524210,Neukirchen/Pleiße,14524330
14524320,Wilkau-Haßlau,14524330
16075131,Gefell,14523320
09275112,Aidenbach,14521020
09189451,Chiemsee (See),14523320
09189114,Chieming,14523320
14524180,Limbach-Oberfrohna,14524080
14524220,Niederfrohna,14511000
14522470,Rechenberg-Bienenmühle,14522400
14628140,Gohrisch,14628010
14521090,Börnichen/Erzgeb.,14521020
14521010,Amtsberg,14511000
14523150,Heinsdorfergrund,14523260
14523120,Falkenstein/Vogtl.,14523320
14524040,Crinitzberg,14524330
14524150,Langenweißbach,14524330
14521240,Großolbersdorf,14521020
14523340,Reichenbach im Vogtland,14523260
14524060,Fraureuth,14524330
14523280,Neumark,14523260
09273141,Langquaid,14523320
14524290,Waldenburg,14524080
09171126,Perach,14523320
16076068,Schwarzbach,16074102
09475181,Töpen,14523320
09472453,Fichtelberg,14523320
09371144,Poppenricht,14523320
09374148,Trabitz,14523320
09472164,Mehlmeisel,14523320
09371126,Hahnbach,14523320
09371148,Schmidmühlen,14523320
09472463,Neubauer Forst-Nord,14523320
16074093,St. Gangloff,16074102
09278123,Geiselhöring,14523320
14626610,Zittau,
09189165,Wonneberg,14523320
16076019,Gauern,16052000
09372150,Rettenbach,14523320
09278121,Feldkirchen,14523320
09374111,Altenstadt a.d. Waldnaab,14523320
09473120,Dörfles-Esbach,16072013
14524090,Hartenstein,14524330
14521400,Mildenau,14521020
09374121,Floß,14523320
09183451,Mühldorfer Hart,14523320
09276118,Böbrach,14521020
09372154,Rötz,14523320
14522020,Augustusburg,14511000
14628240,Lohmen,14612000
14522580,Wechselburg,14511000
09779206,Rögling,16072013
14626560,Trebendorf,12071372
16074098,Tautenhain,16052000
09376455,Wolferlohe,14523320
09479138,Nagel,14523320
09479166,Weißenstadt,14523320
09479145,Röslau,14523320
16074097,Tautendorf,16074102
09377113,Brand,14523320
09479129,Kirchenlamitz,14523320
09374149,Pressath,14523320
09377148,Pullenreuth,14523320
09376161,Schwandorf,14523320
09376175,Wackersdorf,14523320
16076006,Bethenhausen,16052000
09171130,Stammham,14523320
09276148,Zwiesel,14521020
09171137,Winhöring,14523320
09183143,Schönberg,14523320
09187168,Rimsting,14523320
09271153,Winzer,14521020
09278189,Stallwang,14523320
09276134,Patersdorf,14521020
09475174,Sparneck,14523320
09479463,Weißenstadter Forst-Süd,14523320
09374157,Speinshart,14523320
09479457,Neubauer Forst-Süd,14523320
09377143,Neusorg,14523320
09479462,Weißenstadter Forst-Nord,14523320
09479460,Tröstauer Forst-West,14523320
09272122,Haidmühle,14521020
09571145,Feuchtwangen,16072013
09271132,Metten,14523320
09183124,Kraiburg a. Inn,14523320
09271114,Außernzell,14521020
14522440,Oederan,14522180
14626030,Bernstadt a.d. Eigen,14626610
14626510,Schönbach,14625020
14628270,Pirna,14612000
14729360,Regis-Breitingen,14729050
14524080,Glauchau,
14521540,Schönheide,14523260
14625010,Arnsdorf,14612000
12065165,Kremmen,12068320
14522070,Claußnitz,14511000
14524140,Langenbernsdorf,14524330
14521640,Thum,14521020
14523420,Tirpersdorf,14523320
08237073,Seewald,10041100
09377128,Kastl,14523320
09371146,Rieden,14523320
09479169,Wunsiedel,14523320
14523260,Netzschkau,
09778118,Benningen,10041518
14626410,Oppach,14625020
14523160,Klingenthal,14523320
09272143,Sankt Oswald-Riedlhütte,14521020
06435019,Maintal,16066042
09277126,Johanniskirchen,14523320
09277142,Roßbach,14523320
14523170,Lengenfeld,14523260
14523380,Steinberg,14523260
14523300,Oelsnitz/Vogtl.,14523320
14523410,Theuma,14523320
14627310,Weinböhla,14627210
14625600,Wachau,14612000
14523290,Neustadt/Vogtl.,14523320
09275114,Aldersbach,14521020
09371123,Gebenbach,14523320
09361000,Amberg,14523320
09377127,Immenreuth,14523320
16075029,Geroda,16074102
16076044,Lindenkreuz,16052000
16074017,Eineborn,16074102
16076014,Crimla,16052000
16076041,Langenwolschendorf,16076022
16074039,Heideland,16052000
09475158,Oberkotzau,14523320
16076042,Lederhose,16052000
16075109,Tegau,16074102
09278151,Mitterfels,14523320
09271113,Auerbach,14521020
16077012,Gößnitz,16077001
09277133,Massing,14523320
16077017,Heyersdorf,14524080
09377145,Pechbrunn,14523320
16077039,Ponitz,14524080
16076022,Greiz,
14521110,Breitenbrunn/Erzgeb.,14521020
14521320,Johanngeorgenstadt,14521020
08216029,Loffenau,10041518
14522140,Flöha,14511000
14522420,Niederwiesa,14511000
08236072,Straubenhardt,10041518
14524050,Dennheritz,14524080
14524030,Crimmitschau,14524330
14524310,Wildenfels,14524330
09374119,Etzenricht,14523320
14628190,Hohnstein,14612000
14524130,Kirchberg,14524330
14524110,Hirschfeld,14524330
14521180,Elterlein,14521020
14521610,Tannenberg,14521020
14523460,Werda,14523320
14523370,Schöneck/Vogtl.,14523320
09475127,Gattendorf,14523320
16075034,Göschitz,16074102
16074075,Reichenbach,16052000
16076007,Bocka,16052000
15084470,Stößen,15084550
16075063,Löhma,16074102
16074109,Weißenborn,16052000
09475168,Schwarzenbach a.d. Saale,14523320
09475123,Feilitzsch,14523320
16074003,Bad Klosterlausnitz,16052000
16074106,Walpernhain,16052000
16076049,Münchenbernsdorf,16052000
09278113,Aiterhofen,14523320
09189161,Vachendorf,14523320
16077051,Wildenbörten,16052000
09183122,Jettenbach,14523320
09375451,Forstmühler Forst,14523320
09372155,Runding,14523320
09374158,Störnstein,14523320
09183134,Oberneukirchen,14523320
09278134,Haselbach,14523320
09375201,Sünching,14523320
03358014,Hodenhagen,15081280
16074047,Kleinebersdorf,16074102
16074041,Hermsdorf,16052000
16076089,Kraftsdorf,16052000
16074084,Schleifreisen,16074102
14523350,Reuth,14523320
16074018,Eisenberg,16052000
16076086,Zedlitz,16052000
14523310,Pausa-Mühltroff,14523320
09275153,Untergriesbach,14521020
09172130,Saaldorf-Surheim,14523320
09272128,Innernzell,14521020
09183151,Zangberg,14523320
16076052,Neumühle/Elster,16076022
09276143,Teisnach,14521020
09376151,Oberviechtach,14523320
09575150,Münchsteinach,16072013
09576151,Wendelstein,16072013
09373156,Pyrbaum,16072013
09575166,Trautskirchen,16072013
09474119,Dormitz,16072013
09472146,Haag,16072013
09574465,Zerzabelshofer Forst,16072013
16063098,Hörselberg-Hainich,16056000
16071027,Hammerstedt,16055000
16071097,Wohlsborn,16055000
01058097,Lohe-Föhrden,13004000
16069009,Ehrenberg,16054000
09477117,Grafengehaig,16072013
16072006,Goldisthal,16072013
16067065,Tambach-Dietharz/Thür. Wald,16066092
16069025,Kloster Veßra,16054000
09477148,Presseck,16072013
01054162,Wobbenbüll,13004000
09471456,Koppenwinder Forst,16072013
09572458,Kraftshofer Forst,16072013
09574123,Feucht,16072013
16068031,Kleinbrembach,16055000
16074063,Neuengönna,16053000
09475169,Schwarzenbach a. Wald,16072013
16067056,Remstädt,16051000
16066077,Unterschönau,16066092
16067053,Ohrdruf,16066092
09474154,Neunkirchen a. Brand,16072013
09476185,Weißenbrunn,16072013
09471159,Memmelsdorf,16072013
09475189,Zell im Fichtelgebirge,14523320
09576453,Forst Kleinschwarzenlohe,16072013
16064048,Neunheilingen,16064046
16068051,Sömmerda,16051000
16064033,Kirchheilingen,16064046
09574161,Vorra,16072013
16066085,Walldorf,16066042
16063019,Ebenshausen,16056000
16066058,Rohr,16066042
16066083,Wahns,16066042
09673173,Sulzfeld,16066042
09673130,Hendungen,16066042
09673457,Sulzfelder Forst,16066042
16066071,Stepfershausen,16066042
16063006,Berka v.d. Hainich,16056000
09675139,Iphofen,16066042
09678455,Stollbergerforst,16066042
09575115,Burgbernheim,16066042
09471452,Ebracher Forst,16066042
09476154,Mitwitz,16072013
16069026,Lengfeld,16054000
16071051,Leutenthal,16055000
09473174,Weidhausen b. Coburg,16072013
16071017,Ettersburg,16055000
16069024,Hildburghausen,16054000
16075101,Schmorda,16073077
16070054,Witzleben,16051000
16071028,Heichelheim,16055000
16075121,Weira,16074102
16075135,Saalburg-Ebersdorf,16073077
16075086,Pottiga,14523320
16069047,St. Bernhard,16054000
16070025,Großbreitenbach,16072013
09471189,Stadelhofen,16072013
09574147,Pommelsbrunn,16072013
09573111,Ammerndorf,16072013
09474144,Kleinsendelbach,16072013
09572121,Eckental,16072013
09563000,Fürth,16072013
09574160,Velden,16072013
09574129,Hartenstein,16072013
09575133,Illesheim,16072013
09575156,Obernzenn,16072013
16064027,Hornsömmern,16065067
16068013,Gangloffsömmern,16065067
16068042,Rastenberg,16055000
16064009,Bruchstedt,16065067
16064029,Issersheilingen,16064046
16064017,Flarchheim,16064046
16064032,Kammerforst,16064046
16064053,Oppershausen,16064046
16068001,Alperstedt,16051000
16068021,Großrudestedt,16051000
16070056,Ilmtal,16073077
16068002,Andisleben,16051000
16067026,Gierstädt,16051000
16074004,Bibra,16074102
16069059,Nahetal-Waldau,16054000
16067063,Sonneborn,16056000
16073065,Oberweißbach/Thür. Wald,16072013
01057062,Preetz,13004000
16074087,Schöps,16074102
16071083,Schmiedehausen,16053000
16070042,Pennewitz,16072013
16074064,Oberbodnitz,16074102
09475453,Geroldsgrüner Forst,16072013
16064018,Großengottern,16064046
16073076,Rudolstadt,16073077
16074057,Milda,16053000
16071032,Hohenfelden,16051000
16075106,Stanau,16074102
16068041,Ostramondra,16055000
16067016,Eschenbergen,16051000
16069004,Bischofrod,16054000
01051049,Hennstedt,13004000
09371131,Illschwang,14523320
09374458,Speinsharter Forst,14523320
09576142,Rohr,16072013
09573125,Roßtal,16072013
09471185,Scheßlitz,16072013
09572460,Neunhofer Forst,16072013
09477135,Ludwigschorgast,16072013
16068025,Haßleben,16051000
16067088,Hörsel,16056000
15084025,Balgstädt,15084550
16064008,Bothenheilingen,16064046
16064007,Blankenburg,16065067
16074099,Thierschneck,16053000
16074104,Unterbodnitz,16074102
16069003,Beinerstadt,16054000
16071007,Berlstedt,16055000
16068017,Großmölsen,16051000
16071034,Hopfgarten,16055000
16071011,Buttelstedt,16055000
16067005,Brüheim,16056000
16068056,Vogelsberg,16055000
16074076,Reinstädt,16053000
09476180,Teuschnitz,16072013
16071067,Nohra,16055000
16074007,Bremsnitz,16074102
09571146,Flachslanden,16072013
09574145,Offenhausen,16072013
09371157,Weigendorf,16072013
09471140,Hallstadt,16072013
09471460,Steinachsrangen,16072013
09575181,Wilhelmsdorf,16072013
09477142,Neudrossenfeld,16072013
09572459,Mark,16072013
16072013,Neuhaus am Rennweg,
16073035,Hohenwarte,16073077
09575117,Dachsbach,16072013
09575125,Gerhardshofen,16072013
16063055,Mihla,16056000
16070028,Amt Wachsenburg,16051000
16066019,Erbenhausen,16066042
15084355,Naumburg (Saale),15084550
16074051,Lehesten,16053000
16067047,Molschleben,16051000
16070049,Stützerbach,16054000
16071099,Saaleplatte,16053000
16071079,Rittersdorf,16055000
16075105,Solkwitz,16074102
16074033,Großpürschütz,16074102
16074091,Serba,16053000
09473134,Grub a. Forst,16072013
16075087,Quaschwitz,16074102
16073014,Deesbach,16072013
16064005,Ballhausen,16051000
16075039,Grobengereuth,16074102
16070041,Osthausen-Wülfershausen,16051000
16074073,Rauschwitz,16053000
16070037,Neusiß,16066092
16066045,Neubrunn,16066042
16063028,Frankenroda,16056000
09673126,Großbardorf,16066042
09673451,Bundorfer Forst,16066042
16066018,Ellingshausen,16066042
16064065,Weberstedt,16064046
16066017,Einhausen,16066042
16066076,Untermaßfeld,16066042
16066049,Obermaßfeld-Grimmenthal,16066042
16066028,Henneberg,16066042
16066088,Wölfershausen,16066042
16063049,Lauterbach,16056000
16067064,Tabarz/Thür. Wald,16056000
16063058,Nazza,16056000
16066013,Breitungen/Werra,16066042
09576128,Kammerstein,16072013
09575119,Dietersheim,16072013
09275146,Salzweg,14521020
09572114,Aurachtal,16072013
09477158,Trebgast,16072013
09474135,Heroldsbach,16072013
09373147,Neumarkt i.d. OPf.,16072013
09573134,Zirndorf,16072013
16066023,Floh-Seligenthal,16066092
16066042,Meiningen,
16066063,Schmalkalden,16066042
16066062,Rotterode,16066092
09678174,Schonungen,16066042
09674153,Riedbach,16066042
16066008,Bermbach,16066092
16075047,Keila,16074102
16074071,Rattelsdorf,16074102
16071036,Isseroda,16055000
15084012,An der Poststraße,16055000
15084125,Eckartsberga,16055000
16066084,Wallbach,16066042
16066015,Christes,16066042
16063089,Wolfsburg-Unkeroda,16056000
09571194,Rügland,16072013
09371140,Etzelwang,16072013
09471117,Bischberg,16072013
09574117,Burgthann,16072013
09674121,Burgpreppach,16072013
09371128,Hirschbach,16072013
09477119,Harsdorf,16072013
09575145,Markt Erlbach,16072013
16075127,Ziegenrück,16074102
16071003,Bad Berka,16055000
09674120,Bundorf,16066042
01051060,Kleve,13004000
09471137,Gundelsheim,16072013
08117024,Geislingen an der Steige,10041518
16068034,Kölleda,16055000
09574138,Lauf a.d. Pegnitz,16072013
09572457,Kalchreuther Forst,16072013
09472154,Hollfeld,16072013
09474145,Kunreuth,16072013
01054132,Südermarsch,13004000
09472131,Eckersdorf,16072013
09572164,Weisendorf,16072013
09573129,Tuchenbach,16072013
09574150,Reichenschwand,16072013
09571122,Bruckberg,16072013
16056000,Eisenach,
16064023,Heroldishausen,16064046
16066056,Rippershausen,16066042
16066038,Kühndorf,16066042
09673458,Weigler,16066042
09673184,Wülfershausen a.d. Saale,16066042
16066057,Ritschenhausen,16066042
16066086,Wasungen,16066042
16068038,Olbersleben,16055000
16073084,Sitzendorf,16073077
16075074,Nimritz,16074102
16067013,Emleben,16066092
16069016,Grimmelshausen,16054000
09473453,Gellnhausen,16072013
09573123,Obermichelbach,16072013
09471165,Oberhaid,16072013
09478155,Redwitz a.d. Rodach,16072013
09477164,Wonsees,16072013
09471457,Lindach,16072013
09477138,Marktleugast,14523320
09674160,Kirchlauter,16072013
09572133,Heßdorf,16072013
09373153,Pilsach,16072013
09572453,Dormitzer Forst,16072013
09478165,Bad Staffelstein,16072013
09472143,Goldkronach,14523320
09571165,Heilsbronn,16072013
09471123,Buttenheim,16072013
09471145,Hirschaid,16072013
09574454,Feuchter Forst,16072013
09571226,Windsbach,16072013
