KREG,category,year,value
3101000,ALLGFA,2016,808.1365854
3103000,ALLGFA,2016,880.3363148
3151000,ALLGFA,2016,2270.276316
3152000,ALLGFA,2016,833.3721898
3153000,ALLGFA,2016,1629.151335
3154000,ALLGFA,2016,1836.525253
3155000,ALLGFA,2016,1584.674556
3156000,ALLGFA,2016,1553.536842
3157000,ALLGFA,2016,1583.042424
3158000,ALLGFA,2016,1160.270199
3241000,ALLGFA,2016,1120.473802
3251000,ALLGFA,2016,1553.788043
3252000,ALLGFA,2016,1504.458015
3254000,ALLGFA,2016,1551.152542
3255000,ALLGFA,2016,1642.252874
3256000,ALLGFA,2016,1746.437956
3257000,ALLGFA,2016,1527.911765
3351000,ALLGFA,2016,1558.911504
3352000,ALLGFA,2016,1919.873171
3353000,ALLGFA,2016,1812.931608
3354000,ALLGFA,2016,1353.555556
3355000,ALLGFA,2016,1207.60678
3356000,ALLGFA,2016,1424.715655
3357000,ALLGFA,2016,1926.690476
3358000,ALLGFA,2016,1676.307692
3359000,ALLGFA,2016,1655.748428
3360000,ALLGFA,2016,1402.015152
3361000,ALLGFA,2016,1567.235294
3403000,ALLGFA,2016,788.7598039
3404000,ALLGFA,2016,600.5626794
3451000,ALLGFA,2016,1671.317073
3452000,ALLGFA,2016,1565.881579
3453000,ALLGFA,2016,1741.018767
3454000,ALLGFA,2016,1668.464993
3455000,ALLGFA,2016,1107.357945
3456000,ALLGFA,2016,1526.465909
3457000,ALLGFA,2016,1429.387931
3458000,ALLGFA,2016,1594.943396
3459000,ALLGFA,2016,1502.95615
3460000,ALLGFA,2016,1565.333333
3461000,ALLGFA,2016,1757.722772
3462000,ALLGFA,2016,1949.62069
4011000,ALLGFA,2016,752.0847816
4012000,ALLGFA,2016,802.3387978
5111000,ALLGFA,2016,826.6470669
5112000,ALLGFA,2016,1541.15873
5113000,ALLGFA,2016,1249.801786
5114000,ALLGFA,2016,804.7016275
5116000,ALLGFA,2016,812.1833992
5117000,ALLGFA,2016,1326.253968
5119000,ALLGFA,2016,1517.158391
5120000,ALLGFA,2016,794.5262391
5122000,ALLGFA,2016,853.1755102
5124000,ALLGFA,2016,825.5855641
5154000,ALLGFA,2016,1734.222349
5158000,ALLGFA,2016,1399.824202
5162000,ALLGFA,2016,1502.621392
5166000,ALLGFA,2016,1641.997774
5170000,ALLGFA,2016,1619.709529
5314000,ALLGFA,2016,590.4240715
5315000,ALLGFA,2016,740.6453439
5316000,ALLGFA,2016,756.8048723
5334000,ALLGFA,2016,1001.299936
5358000,ALLGFA,2016,1640.221589
5362000,ALLGFA,2016,1464.842978
5366000,ALLGFA,2016,1841.076321
5370000,ALLGFA,2016,1532.329441
5374000,ALLGFA,2016,1501.348128
5378000,ALLGFA,2016,1302.105754
5382000,ALLGFA,2016,1542.137686
5512000,ALLGFA,2016,1450.2125
5513000,ALLGFA,2016,1407.928962
5515000,ALLGFA,2016,660.4983607
5554000,ALLGFA,2016,1637.627803
5558000,ALLGFA,2016,1435.189369
5562000,ALLGFA,2016,1467.605027
5566000,ALLGFA,2016,1691.340685
5570000,ALLGFA,2016,1440.906456
5711000,ALLGFA,2016,759.8663594
5754000,ALLGFA,2016,1729.087805
5758000,ALLGFA,2016,1557.61875
5762000,ALLGFA,2016,1955.753425
5766000,ALLGFA,2016,1756.371501
5770000,ALLGFA,2016,1614.704961
5774000,ALLGFA,2016,1650.046897
5911000,ALLGFA,2016,1139.766929
5913000,ALLGFA,2016,1311.889266
5914000,ALLGFA,2016,1393.402985
5915000,ALLGFA,2016,1398.653465
5916000,ALLGFA,2016,1402.340136
5954000,ALLGFA,2016,1337.126294
5958000,ALLGFA,2016,1737.946844
5962000,ALLGFA,2016,1597.760618
5966000,ALLGFA,2016,1658.572308
5970000,ALLGFA,2016,1735.27673
5974000,ALLGFA,2016,1502.491139
5978000,ALLGFA,2016,1427.227687
6411000,ALLGFA,2016,640.1643836
6412000,ALLGFA,2016,748.2787349
6413000,ALLGFA,2016,588.7493917
6414000,ALLGFA,2016,709.1532414
6431000,ALLGFA,2016,1465.677778
6432000,ALLGFA,2016,1703.940828
6433000,ALLGFA,2016,1503.129683
6434000,ALLGFA,2016,1007.851528
6435000,ALLGFA,2016,1675.720452
6436000,ALLGFA,2016,1389.583082
6437000,ALLGFA,2016,1847.730769
6438000,ALLGFA,2016,1623.902091
6439000,ALLGFA,2016,1563.907256
6440000,ALLGFA,2016,1548.796875
6531000,ALLGFA,2016,958.6201808
6532000,ALLGFA,2016,1427.014756
6533000,ALLGFA,2016,1548.954545
6534000,ALLGFA,2016,934.615087
6535000,ALLGFA,2016,1489.619718
6611000,ALLGFA,2016,603.7730584
6631000,ALLGFA,2016,1473.39661
6632000,ALLGFA,2016,1681.605634
6633000,ALLGFA,2016,1661.572954
6634000,ALLGFA,2016,1764.660767
6635000,ALLGFA,2016,1522.725061
6636000,ALLGFA,2016,1698.40678
7111000,ALLGFA,2016,790.5924087
7131000,ALLGFA,2016,1438.30778
7132000,ALLGFA,2016,1726.976431
7133000,ALLGFA,2016,1499.461538
7134000,ALLGFA,2016,1687.769634
7135000,ALLGFA,2016,2139.186441
7137000,ALLGFA,2016,1880.19656
7138000,ALLGFA,2016,1673.513766
7140000,ALLGFA,2016,1746.839827
7141000,ALLGFA,2016,1641.716216
7143000,ALLGFA,2016,1789.941573
7211000,ALLGFA,2016,724.8379552
7231000,ALLGFA,2016,1563.112676
7232000,ALLGFA,2016,1683.982533
7233000,ALLGFA,2016,1702.380952
7235000,ALLGFA,2016,2003.131034
7314000,ALLGFA,2016,810.0469716
7315000,ALLGFA,2016,764.6509051
7331000,ALLGFA,2016,1539.092937
7332000,ALLGFA,2016,1389.913175
7333000,ALLGFA,2016,1828.341463
7334000,ALLGFA,2016,2115.008375
7335000,ALLGFA,2016,1121.947149
7336000,ALLGFA,2016,1687.690476
7337000,ALLGFA,2016,1319.640565
7338000,ALLGFA,2016,1476.184799
7339000,ALLGFA,2016,1809.858407
7340000,ALLGFA,2016,1612.743614
8111000,ALLGFA,2016,855.9622642
8115000,ALLGFA,2016,1651.935384
8116000,ALLGFA,2016,1590.333898
8117000,ALLGFA,2016,1727.924007
8118000,ALLGFA,2016,1645.442326
8119000,ALLGFA,2016,1647.824876
8121000,ALLGFA,2016,826.4896552
8125000,ALLGFA,2016,1931.085044
8126000,ALLGFA,2016,1833.462511
8127000,ALLGFA,2016,1834.699029
8128000,ALLGFA,2016,1446.962798
8135000,ALLGFA,2016,1571.878049
8136000,ALLGFA,2016,1663.724696
8212000,ALLGFA,2016,818.6930423
8215000,ALLGFA,2016,1751.532995
8216000,ALLGFA,2016,1564.597636
8221000,ALLGFA,2016,440.1189088
8222000,ALLGFA,2016,727.3353548
8225000,ALLGFA,2016,1746.621455
8226000,ALLGFA,2016,1425.56385
8231000,ALLGFA,2016,787.3993399
8235000,ALLGFA,2016,1620.859416
8236000,ALLGFA,2016,1976.816327
8237000,ALLGFA,2016,1799.171875
8311000,ALLGFA,2016,464.3740857
8315000,ALLGFA,2016,1377.754156
8316000,ALLGFA,2016,1413.345133
8317000,ALLGFA,2016,1525.560653
8325000,ALLGFA,2016,1548.854701
8326000,ALLGFA,2016,1430.3678
8327000,ALLGFA,2016,1661.814815
8335000,ALLGFA,2016,1150.302398
8336000,ALLGFA,2016,1578.074074
8337000,ALLGFA,2016,1652.11
8415000,ALLGFA,2016,1397.140704
8416000,ALLGFA,2016,838.5368664
8417000,ALLGFA,2016,1375.350554
8421000,ALLGFA,2016,695.7579251
8425000,ALLGFA,2016,1723.271071
8426000,ALLGFA,2016,1645.2527
8435000,ALLGFA,2016,1224.479532
8436000,ALLGFA,2016,1317.726729
8437000,ALLGFA,2016,1731.742373
9161000,ALLGFA,2016,853.4332248
9162000,ALLGFA,2016,650.0325111
9171000,ALLGFA,2016,1482.275862
9172000,ALLGFA,2016,1363.92053
9173000,ALLGFA,2016,1344.305177
9174000,ALLGFA,2016,1065.785064
9175000,ALLGFA,2016,1470.00545
9176000,ALLGFA,2016,2096.510459
9177000,ALLGFA,2016,1896.964029
9178000,ALLGFA,2016,1487.834061
9179000,ALLGFA,2016,1356.632258
9180000,ALLGFA,2016,1347.937255
9181000,ALLGFA,2016,1682.869565
9182000,ALLGFA,2016,1112.333333
9183000,ALLGFA,2016,1396.151899
9184000,ALLGFA,2016,1448.531012
9185000,ALLGFA,2016,1806.859903
9186000,ALLGFA,2016,1828.481203
9187000,ALLGFA,2016,1222.83089
9188000,ALLGFA,2016,997.1493384
9189000,ALLGFA,2016,1328.015444
9190000,ALLGFA,2016,1311.9
9271000,ALLGFA,2016,1459.92429
9272000,ALLGFA,2016,1684.908108
9273000,ALLGFA,2016,1941.583333
9274000,ALLGFA,2016,1572.243728
9275000,ALLGFA,2016,1406.166667
9276000,ALLGFA,2016,1564.410256
9277000,ALLGFA,2016,1596.810811
9278000,ALLGFA,2016,1432.776119
9279000,ALLGFA,2016,1577.21519
9362000,ALLGFA,2016,607.4364995
9371000,ALLGFA,2016,1460.40404
9372000,ALLGFA,2016,1672.345515
9373000,ALLGFA,2016,1910.740741
9374000,ALLGFA,2016,1473.129032
9375000,ALLGFA,2016,1872.05
9376000,ALLGFA,2016,1627.354108
9377000,ALLGFA,2016,1744.047619
9471000,ALLGFA,2016,1268.796486
9472000,ALLGFA,2016,1342.598095
9473000,ALLGFA,2016,1558.256098
9474000,ALLGFA,2016,1687.407407
9475000,ALLGFA,2016,1468.052083
9476000,ALLGFA,2016,1862.958904
9477000,ALLGFA,2016,1422.372549
9478000,ALLGFA,2016,1538.49711
9479000,ALLGFA,2016,1595.717391
9562000,ALLGFA,2016,726.4368601
9563000,ALLGFA,2016,852.7649123
9564000,ALLGFA,2016,798.8393782
9571000,ALLGFA,2016,1534.468531
9572000,ALLGFA,2016,1681.392405
9573000,ALLGFA,2016,1507.907285
9574000,ALLGFA,2016,1693.040816
9575000,ALLGFA,2016,1880.923077
9576000,ALLGFA,2016,1805.300275
9577000,ALLGFA,2016,1666.990991
9663000,ALLGFA,2016,560.8081264
9671000,ALLGFA,2016,1577.368249
9672000,ALLGFA,2016,1626.893281
9673000,ALLGFA,2016,1704.299465
9674000,ALLGFA,2016,1744.082902
9675000,ALLGFA,2016,1735.137255
9676000,ALLGFA,2016,1867.751825
9677000,ALLGFA,2016,1937.153846
9678000,ALLGFA,2016,1437.886957
9679000,ALLGFA,2016,1454.365297
9761000,ALLGFA,2016,836.0178439
9771000,ALLGFA,2016,1701.236842
9772000,ALLGFA,2016,1828.225989
9773000,ALLGFA,2016,1597.91453
9774000,ALLGFA,2016,1663.180887
9775000,ALLGFA,2016,1525.881818
9776000,ALLGFA,2016,1345.542373
9777000,ALLGFA,2016,1479.484407
9778000,ALLGFA,2016,1671.251732
9779000,ALLGFA,2016,1690.948052
9780000,ALLGFA,2016,1473.503401
10041000,ALLGFA,2016,808.5522722
10042000,ALLGFA,2016,1647.792
10043000,ALLGFA,2016,1297.765854
10044000,ALLGFA,2016,1438.470588
10045000,ALLGFA,2016,1428.889995
10046000,ALLGFA,2016,1697.288462
11000000,ALLGFA,2016,731.5764894
12054000,ALLGFA,2016,804.127451
12060000,ALLGFA,2016,1822.71875
12061000,ALLGFA,2016,1894.175439
12062000,ALLGFA,2016,1590.863636
12063000,ALLGFA,2016,1861.173653
12064000,ALLGFA,2016,1712.927273
12065000,ALLGFA,2016,1866.952164
12066000,ALLGFA,2016,1595.70318
12067000,ALLGFA,2016,1334.11898
12068000,ALLGFA,2016,1515.494253
12069000,ALLGFA,2016,1740.8125
12070000,ALLGFA,2016,1384.821429
12071000,ALLGFA,2016,1102.768061
12072000,ALLGFA,2016,1764.896175
12073000,ALLGFA,2016,1478.030581
13003000,ALLGFA,2016,793.4978624
13058000,ALLGFA,2016,1281.045278
13071000,ALLGFA,2016,1407.545039
13072000,ALLGFA,2016,1674.924901
13073000,ALLGFA,2016,1350.679964
13075000,ALLGFA,2016,1408.992294
13076000,ALLGFA,2016,1651.502913
14511000,ALLGFA,2016,858.2237885
14521000,ALLGFA,2016,1557.158129
14522000,ALLGFA,2016,1503.418269
14523000,ALLGFA,2016,1377.125926
14524000,ALLGFA,2016,1223.469426
14612000,ALLGFA,2016,852.4326472
14625000,ALLGFA,2016,1482.80532
14626000,ALLGFA,2016,1396.98255
14627000,ALLGFA,2016,1446.987237
14628000,ALLGFA,2016,1481.650602
14713000,ALLGFA,2016,852.813846
14729000,ALLGFA,2016,1646.306709
14730000,ALLGFA,2016,1527.457364
15002000,ALLGFA,2016,789.3718166
15003000,ALLGFA,2016,857.2177122
15081000,ALLGFA,2016,1655.211538
15082000,ALLGFA,2016,1272.497436
15083000,ALLGFA,2016,1925.671309
15084000,ALLGFA,2016,1669.433107
15085000,ALLGFA,2016,1608.923077
15086000,ALLGFA,2016,1731.924171
15087000,ALLGFA,2016,1642.242775
15088000,ALLGFA,2016,1730.951276
15089000,ALLGFA,2016,1589.89899
15090000,ALLGFA,2016,1686.294118
15091000,ALLGFA,2016,1671.701299
16051000,ALLGFA,2016,843.4314928
16053000,ALLGFA,2016,816.6566038
16061000,ALLGFA,2016,1449.352518
16062000,ALLGFA,2016,1339.448819
16063000,ALLGFA,2016,1510.981982
16064000,ALLGFA,2016,1551.074627
16065000,ALLGFA,2016,1442.018692
16066000,ALLGFA,2016,1233.376673
16067000,ALLGFA,2016,1521.134831
16068000,ALLGFA,2016,2204.28125
16069000,ALLGFA,2016,1679.818182
16070000,ALLGFA,2016,1944.625
16071000,ALLGFA,2016,1349.934884
16072000,ALLGFA,2016,1336.682353
16073000,ALLGFA,2016,1544.309859
16074000,ALLGFA,2016,1865.911111
16075000,ALLGFA,2016,1726.8125
16076000,ALLGFA,2016,1009.659794
16077000,ALLGFA,2016,1471.507937
8221000,ALLGFA,2010,421.0354609929
8311000,ALLGFA,2010,455.3326248672
9663000,ALLGFA,2010,576.1527777778
6413000,ALLGFA,2010,559.5858708892
5314000,ALLGFA,2010,604.184675835
6611000,ALLGFA,2010,580.0574452003
3404000,ALLGFA,2010,639.8053830228
9362000,ALLGFA,2010,615.5846501129
6411000,ALLGFA,2010,623.2692307692
9162000,ALLGFA,2010,625.8230169647
5515000,ALLGFA,2010,683.8997668998
8421000,ALLGFA,2010,694.4815361891
1002000,ALLGFA,2010,709.2420173083
6414000,ALLGFA,2010,668.3571780957
1003000,ALLGFA,2010,735.0976971389
9562000,ALLGFA,2010,726.9128919861
7211000,ALLGFA,2010,788.7495361781
11000000,ALLGFA,2010,709.6227864306
8222000,ALLGFA,2010,728.645
6412000,ALLGFA,2010,721.4812839927
5315000,ALLGFA,2010,741.7965605562
4011000,ALLGFA,2010,718.2085808581
7315000,ALLGFA,2010,730.9163636364
5316000,ALLGFA,2010,781.2401960784
5711000,ALLGFA,2010,775.9046715675
4012000,ALLGFA,2010,756.2167832168
3403000,ALLGFA,2010,760.0289156627
8231000,ALLGFA,2010,749.3398373984
5114000,ALLGFA,2010,810.4621004566
15002000,ALLGFA,2010,808.750877193
2000000,ALLGFA,2010,790.9711129014
13003000,ALLGFA,2010,847.0640083945
5120000,ALLGFA,2010,831.1849056604
12054000,ALLGFA,2010,821.9191655802
9564000,ALLGFA,2010,810.7278742763
5116000,ALLGFA,2010,851.5756056809
7111000,ALLGFA,2010,745.7962003454
7314000,ALLGFA,2010,787.2803970223
10041000,ALLGFA,2010,794.8371414682
3101000,ALLGFA,2010,839.3425129088
8212000,ALLGFA,2010,822.8688178103
16053000,ALLGFA,2010,879.5702479339
9761000,ALLGFA,2010,785.4285714286
5124000,ALLGFA,2010,838.6046511628
5111000,ALLGFA,2010,830.2576738947
8416000,ALLGFA,2010,819.2492781521
8121000,ALLGFA,2010,874.2771535581
5122000,ALLGFA,2010,893.8328530259
3152000,ALLGFA,2010,843.6224489796
14612000,ALLGFA,2010,912.3612334802
9563000,ALLGFA,2010,886.9961977186
8111000,ALLGFA,2010,834.1778405081
16051000,ALLGFA,2010,906.6307519641
14713000,ALLGFA,2010,883.1913419913
14511000,ALLGFA,2010,903.4478873239
9161000,ALLGFA,2010,869.4896551724
15003000,ALLGFA,2010,888.9708737864
3103000,ALLGFA,2010,970.9959839357
6531000,ALLGFA,2010,954.7798147798
6534000,ALLGFA,2010,909.198343997
9188000,ALLGFA,2010,957.8392523364
5334000,ALLGFA,2010,1012.5042069187
16076000,ALLGFA,2010,1137.5568181818
6434000,ALLGFA,2010,982.7408529985
9174000,ALLGFA,2010,1021.3211678832
12071000,ALLGFA,2010,1191.1021505376
9182000,ALLGFA,2010,1128.7807807808
3241000,ALLGFA,2010,1171.842161017
7335000,ALLGFA,2010,1135.7130801688
5911000,ALLGFA,2010,1133.078125
8335000,ALLGFA,2010,1152.5800214823
3455000,ALLGFA,2010,1226.5473684211
3158000,ALLGFA,2010,1240.8668555241
9187000,ALLGFA,2010,1216.7944111777
8435000,ALLGFA,2010,1244.9497716895
14524000,ALLGFA,2010,1273.3180515759
3355000,ALLGFA,2010,1298.7732342008
5113000,ALLGFA,2010,1269.6881310298
9471000,ALLGFA,2010,1295.8187311178
13058000,ALLGFA,2010,1351.5355191257
9190000,ALLGFA,2010,1330.5154639175
15082000,ALLGFA,2010,1544.0662650602
9472000,ALLGFA,2010,1428.6720647773
5117000,ALLGFA,2010,1345.1935483871
10043000,ALLGFA,2010,1346.2044887781
1058000,ALLGFA,2010,1375.11225909
8436000,ALLGFA,2010,1304.9710144928
7337000,ALLGFA,2010,1340.1854304636
5954000,ALLGFA,2010,1377.7330508475
16066000,ALLGFA,2010,1386.5423728814
5913000,ALLGFA,2010,1320.3997689197
5378000,ALLGFA,2010,1387.3458177278
9189000,ALLGFA,2010,1334.6007905138
16062000,ALLGFA,2010,1482.6324786325
16071000,ALLGFA,2010,1397.5384615385
9776000,ALLGFA,2010,1245.3174603175
9173000,ALLGFA,2010,1326.6814404432
9180000,ALLGFA,2010,1276.2727272727
8417000,ALLGFA,2010,1361.2426470588
12067000,ALLGFA,2010,1441.8691019787
16072000,ALLGFA,2010,1670.4285714286
9179000,ALLGFA,2010,1362.610738255
3354000,ALLGFA,2010,1533.8125
13073000,ALLGFA,2010,1593.9787234043
9183000,ALLGFA,2010,1373.6720257235
9172000,ALLGFA,2010,1396.7310344828
8315000,ALLGFA,2010,1382.5357643759
5915000,ALLGFA,2010,1434.7479674797
3252000,ALLGFA,2010,1410.5
10045000,ALLGFA,2010,1385.8548233047
6436000,ALLGFA,2010,1389.941267388
5916000,ALLGFA,2010,1389.1210762332
8415000,ALLGFA,2010,1406.9203084833
5914000,ALLGFA,2010,1424.5855513308
13071000,ALLGFA,2010,1698.0445859873
5513000,ALLGFA,2010,1415.6049382716
9477000,ALLGFA,2010,1675.2272727273
14523000,ALLGFA,2010,1427.8023952096
3360000,ALLGFA,2010,1574.4135021097
7332000,ALLGFA,2010,1434.3796477495
10044000,ALLGFA,2010,1501.536121673
5978000,ALLGFA,2010,1470.6629422719
5158000,ALLGFA,2010,1443.8640483384
8316000,ALLGFA,2010,1521.5825242719
9679000,ALLGFA,2010,1411.8571428572
14626000,ALLGFA,2010,1658.2972136223
1059000,ALLGFA,2010,1558.6010072748
5558000,ALLGFA,2010,1514.3028169014
9275000,ALLGFA,2010,1583.3887945671
16077000,ALLGFA,2010,1564.5551020408
6431000,ALLGFA,2010,1427.0928961749
9678000,ALLGFA,2010,1511.295194508
6532000,ALLGFA,2010,1492.0294985251
13075000,ALLGFA,2010,1653.3173241853
8128000,ALLGFA,2010,1635.4984326019
9278000,ALLGFA,2010,1489.7566137566
8226000,ALLGFA,2010,1443.8597938144
6631000,ALLGFA,2010,1497.0190641248
14627000,ALLGFA,2010,1658.1616161616
9184000,ALLGFA,2010,1427.6084538376
9475000,ALLGFA,2010,1592.2
5570000,ALLGFA,2010,1504.0495867769
9777000,ALLGFA,2010,1458.8916666667
6535000,ALLGFA,2010,1495.7617728532
5512000,ALLGFA,2010,1520.4415584416
9171000,ALLGFA,2010,1661.59375
9374000,ALLGFA,2010,1593.387283237
5562000,ALLGFA,2010,1495.0538415003
16061000,ALLGFA,2010,1579.9379844961
1061000,ALLGFA,2010,1487.6695156695
1056000,ALLGFA,2010,1474.0059494299
9371000,ALLGFA,2010,1606.4861878453
8326000,ALLGFA,2010,1505.3726937269
9271000,ALLGFA,2010,1519.0728476821
9175000,ALLGFA,2010,1439.8882681564
9780000,ALLGFA,2010,1494.6736842105
3356000,ALLGFA,2010,1528.8551724138
9178000,ALLGFA,2010,1415.7931034483
5362000,ALLGFA,2010,1489.4473684211
9573000,ALLGFA,2010,1562.1931034483
14625000,ALLGFA,2010,1639.8326797386
14628000,ALLGFA,2010,1681.0580204778
12070000,ALLGFA,2010,1788.1797752809
6533000,ALLGFA,2010,1571.1612903226
14522000,ALLGFA,2010,1614.4363177806
16067000,ALLGFA,2010,1825.3154362416
16065000,ALLGFA,2010,2372.0597014925
6440000,ALLGFA,2010,1531.0159310525
12068000,ALLGFA,2010,1773.3866666667
6439000,ALLGFA,2010,1529.7118644068
3156000,ALLGFA,2010,1751.0804597701
5974000,ALLGFA,2010,1532.5064599483
5119000,ALLGFA,2010,1499.1515151515
5162000,ALLGFA,2010,1526.5283347864
9775000,ALLGFA,2010,1623.5851851852
6635000,ALLGFA,2010,1656.6492146597
3257000,ALLGFA,2010,1618.8247422681
16063000,ALLGFA,2010,1715.2828282828
5374000,ALLGFA,2010,1529.702247191
6433000,ALLGFA,2010,1495.6804733728
5112000,ALLGFA,2010,1548.9990467112
12066000,ALLGFA,2010,1870.368
14730000,ALLGFA,2010,1739.6695652174
7133000,ALLGFA,2010,1593.8871794872
7338000,ALLGFA,2010,1490.3363914373
5370000,ALLGFA,2010,1543.7698289269
12073000,ALLGFA,2010,1742.6901408451
16073000,ALLGFA,2010,1974.649122807
8235000,ALLGFA,2010,1487.5862068966
8336000,ALLGFA,2010,1613.830882353
3452000,ALLGFA,2010,1511.571884984
8325000,ALLGFA,2010,1541.6317280453
8317000,ALLGFA,2010,1603.15625
7331000,ALLGFA,2010,1556.1596958175
5758000,ALLGFA,2010,1592.0191082803
9473000,ALLGFA,2010,1615.0314465409
9671000,ALLGFA,2010,1582.9768976898
1055000,ALLGFA,2010,1632.6597938144
16064000,ALLGFA,2010,1613.4809160305
9478000,ALLGFA,2010,2053.2824427481
9571000,ALLGFA,2010,1663.0687022901
14521000,ALLGFA,2010,1734.7971014493
3459000,ALLGFA,2010,1538.6081229418
3451000,ALLGFA,2010,1793.9315589354
3251000,ALLGFA,2010,1731.5535168196
9279000,ALLGFA,2010,1793.4059405941
8216000,ALLGFA,2010,1564.8148148148
7340000,ALLGFA,2010,1698.515970516
6632000,ALLGFA,2010,1695.101754386
7131000,ALLGFA,2010,1615.7921744708
9274000,ALLGFA,2010,1582.3507462687
5382000,ALLGFA,2010,1605.5235457064
8135000,ALLGFA,2010,1702.5466666667
9577000,ALLGFA,2010,2048.4888888889
3155000,ALLGFA,2010,1560.1828571429
6438000,ALLGFA,2010,1639.7594501718
14729000,ALLGFA,2010,1716.6118421053
3361000,ALLGFA,2010,1724.6535947713
3153000,ALLGFA,2010,1879.797979798
15089000,ALLGFA,2010,1779.7816593887
8116000,ALLGFA,2010,1558.5216049383
5170000,ALLGFA,2010,1653.7410071943
5962000,ALLGFA,2010,1555.1573137075
3456000,ALLGFA,2010,1749.5081967213
3254000,ALLGFA,2010,1657.4692653673
3460000,ALLGFA,2010,1883.0070921986
6636000,ALLGFA,2010,1642.6290322581
9277000,ALLGFA,2010,2247.0961538462
15085000,ALLGFA,2010,1783.6910891089
1062000,ALLGFA,2010,1740.978179082
9479000,ALLGFA,2010,1622.3870967742
3351000,ALLGFA,2010,1582.5078651685
5770000,ALLGFA,2010,1722.6149584488
3458000,ALLGFA,2010,1855.7777777778
10042000,ALLGFA,2010,1658.224
15090000,ALLGFA,2010,2084.0176211454
8118000,ALLGFA,2010,1637.3653077538
5358000,ALLGFA,2010,1720.6256239601
8119000,ALLGFA,2010,1653.4010152284
8337000,ALLGFA,2010,1721.8047493404
3157000,ALLGFA,2010,1690.4545454546
8115000,ALLGFA,2010,1612.0516033863
5166000,ALLGFA,2010,1686.5071225071
6633000,ALLGFA,2010,1667.9459843639
9774000,ALLGFA,2010,1820.2121212121
12064000,ALLGFA,2010,1790.2870813397
7141000,ALLGFA,2010,1663.6227951153
3454000,ALLGFA,2010,1900.2073170732
8327000,ALLGFA,2010,1855.3263157895
9778000,ALLGFA,2010,1837.2883116883
13072000,ALLGFA,2010,2008.1800947867
9773000,ALLGFA,2010,1758.7169811321
9779000,ALLGFA,2010,2328.5818181818
3359000,ALLGFA,2010,1758.2561797753
9181000,ALLGFA,2010,1645.4927536232
13076000,ALLGFA,2010,2093.8921568628
15081000,ALLGFA,2010,2137.1707317073
16075000,ALLGFA,2010,2079.4878048781
9574000,ALLGFA,2010,1727.1473684211
9572000,ALLGFA,2010,1720.3552631579
8426000,ALLGFA,2010,2136.8433048433
9376000,ALLGFA,2010,2211.3178294574
5554000,ALLGFA,2010,1754.665060241
6437000,ALLGFA,2010,1817.558685446
9474000,ALLGFA,2010,1724.9770992367
7336000,ALLGFA,2010,2195.696969697
3462000,ALLGFA,2010,2357.1666666667
5566000,ALLGFA,2010,1689.6592015579
8136000,ALLGFA,2010,1936.3349131122
15084000,ALLGFA,2010,1872.1293532338
9276000,ALLGFA,2010,2391.40625
9372000,ALLGFA,2010,2211.5242290749
15091000,ALLGFA,2010,2308.3668122271
5966000,ALLGFA,2010,1660.2926829268
7231000,ALLGFA,2010,1897.0945945946
8117000,ALLGFA,2010,1650.7111853089
12069000,ALLGFA,2010,1935.0140845071
7233000,ALLGFA,2010,2085.8644067797
1051000,ALLGFA,2010,2053.6461538462
9673000,ALLGFA,2010,1904.5917159763
5970000,ALLGFA,2010,1742.7570977918
9674000,ALLGFA,2010,1759.1666666667
5774000,ALLGFA,2010,1718.6860465116
8437000,ALLGFA,2010,1930.4393939394
8225000,ALLGFA,2010,2174.5801526718
12062000,ALLGFA,2010,2138.9607843137
9377000,ALLGFA,2010,2524.8474576271
3358000,ALLGFA,2010,1943.8857142857
7138000,ALLGFA,2010,1724.7682752031
9272000,ALLGFA,2010,1882.6506024096
15088000,ALLGFA,2010,1946.3979591837
9771000,ALLGFA,2010,1700.9395973154
6432000,ALLGFA,2010,1712.7794561934
6435000,ALLGFA,2010,1704.4453870626
5754000,ALLGFA,2010,1715.4718826406
10046000,ALLGFA,2010,1840.2461538462
15087000,ALLGFA,2010,1929.7236842105
15086000,ALLGFA,2010,2193.9294117647
3461000,ALLGFA,2010,2069.9884393064
1054000,ALLGFA,2010,2120.0130039012
9672000,ALLGFA,2010,2042.4236453202
7132000,ALLGFA,2010,1856.6
3457000,ALLGFA,2010,2075.835443038
8425000,ALLGFA,2010,1836.8866995074
5154000,ALLGFA,2010,1991.2132231405
9772000,ALLGFA,2010,1768.3197026022
8215000,ALLGFA,2010,1725.6504065041
5958000,ALLGFA,2010,2113.1394422311
9186000,ALLGFA,2010,1707.6350364964
7140000,ALLGFA,2010,1954.5961538462
9185000,ALLGFA,2010,2044.3370786517
3154000,ALLGFA,2010,1934.4468085106
7339000,ALLGFA,2010,1907.7156398104
9675000,ALLGFA,2010,1938.8066298343
7143000,ALLGFA,2010,1982.0446650124
5766000,ALLGFA,2010,1869.5107526882
3255000,ALLGFA,2010,2151.6176470588
9476000,ALLGFA,2010,2245.1290322581
3353000,ALLGFA,2010,1869.2890625
7333000,ALLGFA,2010,2407.0476190476
16069000,ALLGFA,2010,2030.9846153846
5366000,ALLGFA,2010,1792.8496420048
16074000,ALLGFA,2010,1946.5977011494
9375000,ALLGFA,2010,2001.7595628415
12072000,ALLGFA,2010,2031.9872611465
