krs,year,value
6411,2013/15,80.74391571
6412,1995/97,77.73594568
6412,2013/15,81.30405314
6413,1995/97,76.89246937
6413,2013/15,80.69304078
6414,1995/97,77.82635884
6414,2013/15,81.15596349
6431,1995/97,77.48968388
6431,2013/15,80.46197798
6432,1995/97,77.776873
6432,2013/15,81.53461214
6433,1995/97,77.82827337
6433,2013/15,80.75267944
6434,1995/97,79.0200204
6434,2013/15,82.62513988
6435,1995/97,77.45001411
6435,2013/15,81.07136291
6436,1995/97,78.88730907
6436,2013/15,82.13866666
6437,1995/97,77.44292604
6437,2013/15,80.80768505
6438,1995/97,78.25225503
6438,2013/15,81.92540313
6439,1995/97,78.26413195
6439,2013/15,81.63445501
6440,1995/97,77.43732166
6440,2013/15,80.95046114
6531,1995/97,77.709855
6531,2013/15,81.02555468
6532,1995/97,76.8945028
6532,2013/15,80.64726354
6533,1995/97,77.28275833
6533,2013/15,80.14383261
6534,1995/97,77.51834695
6534,2013/15,80.94225899
6535,1995/97,77.25781835
6535,2013/15,80.29943447
6611,1995/97,77.56158364
6611,2013/15,80.28069075
6631,1995/97,78.07470009
6631,2013/15,81.48239218
6632,1995/97,77.73703692
6632,2013/15,80.21141535
6633,1995/97,77.81048064
6633,2013/15,80.7670694
6634,1995/97,76.89704804
6634,2013/15,79.97845608
6635,1995/97,77.39427251
6635,2013/15,80.46022631
6636,1995/97,77.14522926
6636,2013/15,79.77234856
7111,1995/97,77.84290085
7111,2013/15,80.75866237
7131,1995/97,77.38968892
7131,2013/15,81.34140977
7132,1995/97,77.19772988
7132,2013/15,80.11856957
7133,1995/97,76.70462614
7133,2013/15,80.27829594
7134,1995/97,76.94451562
7134,2013/15,79.35860836
7135,1995/97,77.54072312
7135,2013/15,80.20120335
7137,1995/97,77.50107245
7137,2013/15,80.92754646
7138,1995/97,77.30770906
7138,2013/15,80.30744121
7140,1995/97,77.53217982
7140,2013/15,80.75475402
7141,1995/97,77.35923722
7141,2013/15,80.17839861
7143,1995/97,77.40077218
7143,2013/15,80.30272694
7211,1995/97,77.06079434
7211,2013/15,80.21439897
7231,1995/97,77.16413428
7231,2013/15,81.04294598
7232,1995/97,76.70863099
7232,2013/15,80.01953428
7233,1995/97,77.71643531
7233,2013/15,80.98508234
7235,1995/97,77.45978824
7235,2013/15,81.26362877
7311,1995/97,77.53054205
7311,2013/15,80.39567844
7312,1995/97,76.49143924
7312,2013/15,79.56882294
7313,1995/97,76.85263135
7313,2013/15,81.19534048
7314,1995/97,76.94149357
7314,2013/15,80.16001819
7315,1995/97,78.34688325
7315,2013/15,81.65071419
7316,1995/97,77.73440284
7316,2013/15,81.08617552
7317,1995/97,75.63650032
7317,2013/15,77.8666182
7318,1995/97,76.52621659
7318,2013/15,80.5001996
7319,1995/97,76.09007628
7319,2013/15,80.16134894
7320,1995/97,76.24773173
7320,2013/15,80.32926467
7331,1995/97,77.01905987
7331,2013/15,80.80940694
7332,1995/97,76.54138497
7332,2013/15,80.88492256
7333,1995/97,75.84892265
7333,2013/15,79.64174133
7334,1995/97,77.36309943
7334,2013/15,81.02475416
7335,1995/97,76.36536946
7335,2013/15,80.68929113
7336,1995/97,76.77435133
7336,2013/15,79.75872005
7337,1995/97,77.60042045
7337,2013/15,81.42593247
7338,1995/97,77.84516991
7338,2013/15,81.730705
7339,1995/97,78.13311118
7339,2013/15,81.53314797
7340,1995/97,77.49411486
7340,2013/15,81.30306433
8111,1995/97,78.79957392
8111,2013/15,82.191509
8115,1995/97,78.77451619
8115,2013/15,82.53113109
8116,1995/97,78.58663581
8116,2013/15,82.36812229
8117,1995/97,77.91302199
8117,2013/15,81.63678466
8118,1995/97,78.87616892
8118,2013/15,82.22761453
8119,1995/97,78.50688219
8119,2013/15,81.93391643
8121,1995/97,77.95429229
8121,2013/15,80.61033867
8125,1995/97,77.79220096
8125,2013/15,81.39861246
8126,1995/97,78.47056514
8126,2013/15,81.30333042
8127,1995/97,77.78402125
8127,2013/15,81.56207985
8128,1995/97,78.14402991
8128,2013/15,81.35546986
8135,1995/97,77.82037722
8135,2013/15,81.50227727
8136,1995/97,77.48285946
8136,2013/15,81.44260348
8211,1995/97,77.79265044
8211,2013/15,80.69495838
8212,1995/97,77.54397698
8212,2013/15,81.65828859
8215,1995/97,77.62769359
8215,2013/15,81.70188141
8216,1995/97,78.03941439
8216,2013/15,81.45358323
8221,1995/97,78.49344375
8221,2013/15,82.61409097
8222,1995/97,76.92017822
8222,2013/15,80.0690972
8225,1995/97,76.89955264
8225,2013/15,80.69624886
8226,1995/97,77.77499236
8226,2013/15,81.61689309
8231,1995/97,77.6116696
8231,2013/15,81.00814546
8235,1995/97,78.26379718
8235,2013/15,81.90602297
8236,1995/97,78.34379732
8236,2013/15,82.22361374
8237,1995/97,77.69829002
8237,2013/15,81.20972089
8311,1995/97,78.69193124
8311,2013/15,81.78395103
8315,1995/97,78.75484385
8315,2013/15,82.85878555
8316,1995/97,77.78689246
8316,2013/15,81.93418273
8317,1995/97,77.96022186
8317,2013/15,81.48154939
8325,1995/97,78.21754206
8325,2013/15,81.49557825
8326,1995/97,78.02643372
8326,2013/15,81.62472066
8327,1995/97,78.14731407
8327,2013/15,81.29356506
8335,1995/97,78.72504651
8335,2013/15,81.74595996
8336,1995/97,77.90643127
8336,2013/15,81.57562925
8337,1995/97,78.64550142
8337,2013/15,81.61724461
8415,1995/97,78.63944113
8415,2013/15,82.37269416
8416,1995/97,79.23097594
8416,2013/15,82.71078187
8417,1995/97,78.61626085
8417,2013/15,81.73437685
8421,1995/97,78.49596536
8421,2013/15,81.9730376
8425,1995/97,78.0043452
8425,2013/15,81.86277145
8426,1995/97,78.22383226
8426,2013/15,81.49210903
8435,1995/97,78.86570202
8435,2013/15,82.49012392
8436,1995/97,78.48752257
8436,2013/15,81.83424292
8437,1995/97,78.08996782
8437,2013/15,81.11280666
9161,1995/97,77.71274604
9161,2013/15,81.77856481
9162,1995/97,78.02348278
9162,2013/15,82.64884894
9163,1995/97,78.4515577
9163,2013/15,81.38696887
9171,1995/97,77.41892111
9171,2013/15,80.59826767
9172,1995/97,79.09374616
9172,2013/15,81.76333851
9173,1995/97,78.34525515
9173,2013/15,81.88255543
9174,1995/97,77.81328132
9174,2013/15,82.0113849
9175,1995/97,78.3097196
9175,2013/15,82.54101168
9176,1995/97,77.9106267
9176,2013/15,81.71660156
9177,1995/97,77.23221305
9177,2013/15,81.86316803
9178,1995/97,78.61066147
9178,2013/15,81.78962181
9179,1995/97,78.80039656
9179,2013/15,82.54037016
9180,1995/97,77.83828792
9180,2013/15,81.81347083
9181,1995/97,78.55921825
9181,2013/15,82.40876168
9182,1995/97,78.38981398
9182,2013/15,81.9009938
9183,1995/97,76.69796972
9183,2013/15,79.98946468
9184,1995/97,79.53898408
9184,2013/15,82.8565234
9185,1995/97,77.48615748
9185,2013/15,81.29580051
9186,1995/97,77.06114198
9186,2013/15,81.54856445
9187,1995/97,77.8168085
9187,2013/15,81.46658734
9188,1995/97,79.76667063
9188,2013/15,83.30228516
9189,1995/97,78.63150149
9189,2013/15,81.96008674
9190,1995/97,77.78194256
9190,2013/15,81.69641154
9261,1995/97,78.12038612
9261,2013/15,80.74669222
9262,1995/97,77.69565847
9262,2013/15,80.14857109
9263,1995/97,75.74028963
9263,2013/15,79.40951939
9271,1995/97,76.99408908
9271,2013/15,79.71626406
9272,1995/97,76.28552741
9272,2013/15,80.1367013
9273,1995/97,76.3474757
9273,2013/15,80.85958183
9274,1995/97,77.44137853
9274,2013/15,81.16957645
9275,1995/97,77.19285349
9275,2013/15,80.45073801
9276,1995/97,76.13153088
9276,2013/15,79.65604102
9277,1995/97,76.99856297
9277,2013/15,80.38476772
9278,1995/97,76.88015145
9278,2013/15,81.31599863
9279,1995/97,76.5778521
9279,2013/15,80.44111084
9361,1995/97,76.88099563
9361,2013/15,79.73723827
9362,1995/97,77.35080197
9362,2013/15,80.97099425
9363,1995/97,77.01866571
9363,2013/15,79.72775405
9371,1995/97,76.78244953
9371,2013/15,80.63343524
9372,1995/97,76.35072529
9372,2013/15,80.29157267
9373,1995/97,77.29672569
9373,2013/15,80.54665271
9374,1995/97,76.16008502
9374,2013/15,79.91774056
9375,1995/97,77.06515253
9375,2013/15,81.57645036
9376,1995/97,76.46240565
9376,2013/15,79.96262103
9377,1995/97,76.19831994
9377,2013/15,79.76372131
9461,1995/97,76.86424862
9461,2013/15,80.2408101
9462,1995/97,77.29352185
9462,2013/15,80.4536768
9463,1995/97,77.52699974
9463,2013/15,80.52536873
9464,1995/97,76.45849305
9464,2013/15,79.39754924
9471,1995/97,76.92403793
9471,2013/15,80.01625164
9472,1995/97,76.73840435
9472,2013/15,80.49399543
9473,1995/97,77.15159623
9473,2013/15,80.73111045
9474,1995/97,76.91309762
9474,2013/15,81.05291279
9475,1995/97,76.38268537
9475,2013/15,80.28760247
9476,1995/97,75.64511562
9476,2013/15,79.97276849
9477,1995/97,76.67685187
9477,2013/15,80.35792983
9478,1995/97,76.7331622
9478,2013/15,79.87156649
9479,1995/97,75.49010817
9479,2013/15,79.41020708
9561,1995/97,77.37584286
9561,2013/15,80.24402036
9562,1995/97,79.10376108
9562,2013/15,81.52974445
9563,1995/97,76.56124411
9563,2013/15,79.94174776
9564,1995/97,76.9953763
9564,2013/15,80.17911064
9565,1995/97,77.46669248
9565,2013/15,80.71157399
9571,1995/97,77.37716128
9571,2013/15,80.83381235
9572,1995/97,77.79640871
9572,2013/15,81.7429951
9573,1995/97,77.54472349
9573,2013/15,81.0551962
9574,1995/97,77.37443241
9574,2013/15,80.7840462
9575,1995/97,76.57310132
9575,2013/15,81.16151227
9576,1995/97,77.3401689
9576,2013/15,81.03999498
9577,1995/97,76.56005398
9577,2013/15,80.59898874
9661,1995/97,77.06379962
9661,2013/15,80.2196769
9662,1995/97,77.80324887
9662,2013/15,79.75644958
9663,1995/97,77.9718712
9663,2013/15,81.5951596
9671,1995/97,77.9333883
9671,2013/15,81.78618874
9672,1995/97,76.79140917
9672,2013/15,81.08179975
9673,1995/97,76.95329903
9673,2013/15,80.76783432
9674,1995/97,76.8175425
9674,2013/15,80.65995155
9675,1995/97,76.91560997
9675,2013/15,81.16370153
9676,1995/97,77.58683464
9676,2013/15,81.22508578
9677,1995/97,78.18298825
9677,2013/15,81.33576174
9678,1995/97,77.62878414
9678,2013/15,81.66871782
9679,1995/97,78.37359498
9679,2013/15,82.4521268
9761,1995/97,77.12366389
9761,2013/15,80.66204041
9762,1995/97,77.93913762
9762,2013/15,81.22882391
9763,1995/97,77.78225976
9763,2013/15,80.96916307
9764,1995/97,78.98139817
9764,2013/15,81.25900019
9771,1995/97,77.7343461
9771,2013/15,81.87009866
9772,1995/97,78.10678466
9772,2013/15,81.43556025
9773,1995/97,76.08689135
9773,2013/15,81.17271868
9774,1995/97,76.65456631
9774,2013/15,80.95978526
9775,1995/97,77.87096127
9775,2013/15,81.79822389
9776,1995/97,78.44862493
9776,2013/15,81.48485076
9777,1995/97,78.10703497
9777,2013/15,81.96819429
9778,1995/97,77.77555558
9778,2013/15,81.67017927
9779,1995/97,76.75989563
9779,2013/15,81.52114889
9780,1995/97,78.41606881
9780,2013/15,82.32620029
10041,1995/97,75.85549421
10041,2013/15,79.19821017
10042,1995/97,76.16552892
10042,2013/15,79.46160297
10043,1995/97,76.10205515
10043,2013/15,79.19183354
10044,1995/97,76.47750544
10044,2013/15,79.77796053
10045,1995/97,77.11586512
10045,2013/15,80.65875988
10046,1995/97,76.74460795
10046,2013/15,80.75829292
11000,1995/97,74.33319627
11000,2013/15,80.48144596
12051,1995/97,74.359469
12051,2013/15,79.66647939
12052,1995/97,75.5213414
12052,2013/15,79.82982636
12053,1995/97,75.06341847
12053,2013/15,79.6631771
12054,1995/97,76.64870998
12054,2013/15,81.35368883
12060,1995/97,75.06393997
12060,2013/15,80.11552603
12061,1995/97,75.42529192
12061,2013/15,81.04134207
12062,1995/97,75.44554973
12062,2013/15,79.5117823
12063,1995/97,74.92859391
12063,2013/15,79.94868508
12064,1995/97,75.39246841
12064,2013/15,80.4509022
12065,1995/97,75.21156945
12065,2013/15,80.09227602
12066,1995/97,74.13402702
12066,2013/15,79.13624498
12067,1995/97,75.32586086
12067,2013/15,80.15149468
12068,1995/97,74.62690644
12068,2013/15,79.71378996
12069,1995/97,76.6480922
12069,2013/15,81.41578577
12070,1995/97,74.05538902
12070,2013/15,79.34249708
12071,1995/97,75.43201385
12071,2013/15,79.6384796
12072,1995/97,75.26887337
12072,2013/15,80.23317784
12073,1995/97,74.00616992
12073,2013/15,79.55885569
13003,1995/97,75.64587975
13003,2013/15,80.44249025
13004,1995/97,76.10439303
13004,2013/15,79.65259962
13072,1995/97,74.3983862
13072,2013/15,79.99386568
13073,1995/97,74.12491989
13073,2013/15,79.59774123
13074,1995/97,74.55678833
13074,2013/15,79.83485381
13076,1995/97,73.8568
13076,2013/15,79.61420174
13991,1995/97,73.96113624
13991,2013/15,79.42003728
14511,1995/97,75.94286304
14511,2013/15,80.56962763
14521,1995/97,75.6342714
14521,2013/15,80.3103408
14522,1995/97,76.25824537
14522,2013/15,80.66855577
14523,1995/97,75.7952255
14523,2013/15,79.97636437
14524,1995/97,76.05416357
14524,2013/15,79.91612378
14612,1995/97,77.73024625
14612,2013/15,81.99487404
14625,1995/97,76.01293211
14625,2013/15,80.47776323
14626,1995/97,75.84085696
14626,2013/15,79.97436469
14627,1995/97,76.66035328
14627,2013/15,81.07333035
14628,1995/97,76.93019248
14628,2013/15,81.03385349
14713,1995/97,75.50906325
14713,2013/15,80.35897994
14729,1995/97,75.20403124
14729,2013/15,80.67163929
14730,1995/97,74.96970999
14730,2013/15,80.03869216
15002,1995/97,75.72549223
15002,2013/15,79.28373644
15003,1995/97,75.95530287
15003,2013/15,79.85799556
15081,1995/97,74.42236472
15081,2013/15,78.78054297
15083,1995/97,74.23264689
15083,2013/15,79.57106517
15084,1995/97,75.06465392
15084,2013/15,79.49598707
15087,1995/97,74.48720936
15087,2013/15,79.6670148
15088,1995/97,74.55120876
15088,2013/15,79.60744838
15090,1995/97,74.13897638
15090,2013/15,78.85061561
15991,1995/97,74.96768116
15991,2013/15,79.31689369
15992,1995/97,75.21637561
15992,2013/15,78.66699477
16051,1995/97,76.18782563
16051,2013/15,80.6529317
16052,1995/97,75.62261093
16052,2013/15,80.07068781
16053,1995/97,76.85053984
16053,2013/15,81.98483974
16054,1995/97,76.77587617
16054,2013/15,80.01470734
16055,1995/97,76.3782595
16055,2013/15,80.19749461
16061,1995/97,76.37036708
16061,2013/15,81.12383141
16062,1995/97,75.09477636
16062,2013/15,79.44888498
16063,1995/97,75.260413
16063,2013/15,80.147803
16064,1995/97,74.8836769
16064,2013/15,79.40542933
16065,1995/97,74.82413479
16065,2013/15,78.3683871
16066,1995/97,75.70040507
16066,2013/15,79.42201871
16067,1995/97,74.98275833
16067,2013/15,79.8865696
16068,1995/97,74.6792342
16068,2013/15,78.94849252
16069,1995/97,75.01041637
16069,2013/15,79.94327785
16070,1995/97,75.49223904
16070,2013/15,80.30212207
16071,1995/97,75.17301905
16071,2013/15,80.07564558
16072,1995/97,75.1197482
16072,2013/15,79.14220157
16073,1995/97,75.41273708
16073,2013/15,80.16203297
16074,1995/97,75.94628168
16074,2013/15,81.40493139
16075,1995/97,75.3657033
16075,2013/15,79.9492549
16076,1995/97,75.45100246
16076,2013/15,80.24122127
16077,1995/97,75.66444057
16077,2013/15,80.40540196
