krs,year,value
3455,2005,0.12206454
3455,2016,0.05246036
3456,2005,0.09270737
3456,2016,0.03938095
3457,2005,0.13878938
3457,2016,0.06122471
3458,2005,0.09083137
3458,2016,0.04052066
3459,2005,0.08324506
3459,2016,0.03693279
3460,2005,0.06644246
3460,2016,0.04156923
3461,2005,0.10228529
3461,2016,0.07145499
3462,2005,0.13166469
3462,2016,0.06560317
4011,2005,0.15356837
4011,2016,0.09681903
4012,2005,0.23701699
4012,2016,0.14624504
5111,2005,0.12241086
5111,2016,0.07817249
5112,2005,0.17673834
5112,2016,0.13006649
5113,2005,0.16285606
5113,2016,0.11929922
5114,2005,0.13383355
5114,2016,0.10650745
5116,2005,0.15034989
5116,2016,0.10451233
5117,2005,0.11137906
5117,2016,0.08349162
5119,2005,0.15235848
5119,2016,0.11123803
5120,2005,0.11534039
5120,2016,0.08702401
5122,2005,0.10025818
5122,2016,0.08856825
5124,2005,0.15006907
5124,2016,0.09753902
5154,2005,0.08987974
5154,2016,0.0647142
5158,2005,0.08950447
5158,2016,0.06535271
5162,2005,0.09009567
5162,2016,0.05654075
5166,2005,0.09070125
5166,2016,0.06781107
5170,2005,0.10247686
5170,2016,0.07078437
5314,2005,0.09081325
5314,2016,0.07125675
5315,2005,0.13523123
5315,2016,0.08724537
5316,2005,0.13658054
5316,2016,0.08690115
5334,2005,0.13835061
5334,2016,0.08101874
5358,2005,0.11339471
5358,2016,0.07222626
5362,2005,0.11145824
5362,2016,0.07209888
5366,2005,0.09489556
5366,2016,0.05605902
5370,2005,0.11791589
5370,2016,0.05968525
5374,2005,0.1056478
5374,2016,0.0545434
5378,2005,0.09653006
5378,2016,0.06178197
5382,2005,0.07706681
5382,2016,0.05409215
5512,2005,0.14096909
5512,2016,0.07630528
5513,2005,0.2342676
5513,2016,0.14675243
5515,2005,0.09112402
5515,2016,0.05706268
5554,2005,0.08326511
5554,2016,0.03922744
5558,2005,0.07916983
5558,2016,0.0299722
5562,2005,0.13961596
5562,2016,0.1039876
5566,2005,0.07832672
5566,2016,0.04658813
5570,2005,0.09245517
5570,2016,0.05823402
5711,2005,0.15258644
5711,2016,0.08831105
5754,2005,0.09678414
5754,2016,0.04760341
5758,2005,0.10236379
5758,2016,0.05764262
5762,2005,0.09293717
5762,2016,0.05022177
5766,2005,0.12107616
5766,2016,0.06970121
5770,2005,0.10619441
5770,2016,0.05392373
5774,2005,0.10803576
5774,2016,0.05715291
5911,2005,0.14630099
5911,2016,0.10061988
5913,2005,0.18123423
5913,2016,0.11830561
5914,2005,0.13895756
5914,2016,0.11123626
5915,2005,0.14606477
5915,2016,0.09437578
5916,2005,0.18112487
5916,2016,0.1283913
5954,2005,0.10796766
5954,2016,0.06661307
5958,2005,0.10118605
5958,2016,0.04723941
5962,2005,0.10413835
5962,2016,0.06648853
5966,2005,0.07758082
5966,2016,0.04188046
5970,2005,0.10534497
5970,2016,0.05352833
5974,2005,0.10600445
5974,2016,0.05968724
5978,2005,0.13465024
5978,2016,0.08404687
6411,2005,0.10532187
6411,2016,0.06076041
6412,2005,0.10271407
6412,2016,0.0634606
6413,2005,0.14806816
6413,2016,0.10274735
6414,2005,0.12359728
6414,2016,0.07484935
6431,2005,0.0888038
6431,2016,0.03774467
6432,2005,0.08115899
6432,2016,0.04469147
6433,2005,0.09138429
6433,2016,0.06277602
6434,2005,0.05975372
6434,2016,0.0362055
6435,2005,0.08523108
6435,2016,0.04660625
6436,2005,0.05956831
6436,2016,0.03861756
6437,2005,0.09156971
6437,2016,0.05242934
6438,2005,0.08434717
6438,2016,0.04821619
6439,2005,0.06972674
6439,2016,0.04414657
6440,2005,0.08927652
6440,2016,0.04641462
6531,2005,0.11895738
6531,2016,0.06381709
6532,2005,0.10134868
6532,2016,0.05510265
6533,2005,0.09992722
6533,2016,0.04813171
6534,2005,0.0865823
6534,2016,0.03959604
6535,2005,0.08945858
6535,2016,0.04218467
6611,2005,0.19180566
6611,2016,0.09147969
6631,2005,0.08528975
6631,2016,0.0314075
6632,2005,0.09856488
6632,2016,0.04340876
6633,2005,0.0965705
6633,2016,0.0433751
6634,2005,0.10185086
6634,2016,0.0469636
6635,2005,0.09403681
6635,2016,0.04318916
6636,2005,0.12311281
6636,2016,0.05937745
7111,2005,0.1196307
7111,2016,0.06486659
7131,2005,0.07609546
7131,2016,0.0390922
7132,2005,0.09792249
7132,2016,0.04968017
7133,2005,0.10126179
7133,2016,0.0658153
7134,2005,0.10512673
7134,2016,0.06280269
7135,2005,0.0697088
7135,2016,0.03759237
7137,2005,0.09192688
7137,2016,0.03899496
7138,2005,0.10136215
7138,2016,0.05727334
7140,2005,0.08192642
7140,2016,0.04151137
7141,2005,0.0845674
7141,2016,0.03811764
7143,2005,0.0789985
7143,2016,0.03606018
7211,2005,0.09868635
7211,2016,0.05675502
7231,2005,0.0599842
7231,2016,0.03695594
7232,2005,0.05931689
7232,2016,0.03066089
7233,2005,0.07558999
7233,2016,0.04451798
7235,2005,0.054915
7235,2016,0.03293391
7311,2005,0.11058348
7311,2016,0.07428393
7312,2005,0.12669758
7312,2016,0.09822588
7313,2005,0.0768132
7313,2016,0.052393
7314,2005,0.13202747
7314,2016,0.087437
7315,2005,0.09531312
7315,2016,0.06486249
7316,2005,0.08781797
7316,2016,0.05716318
7317,2005,0.17831093
7317,2016,0.1271364
7318,2005,0.09977801
7318,2016,0.0606658
7319,2005,0.11914767
7319,2016,0.08116559
7320,2005,0.13425295
7320,2016,0.0713285
7331,2005,0.08421597
7331,2016,0.04282879
7332,2005,0.06372803
7332,2016,0.03953505
7333,2005,0.09721055
7333,2016,0.05199678
7334,2005,0.0727558
7334,2016,0.04169407
7335,2005,0.0844036
7335,2016,0.05459394
7336,2005,0.09463555
7336,2016,0.0457195
7337,2005,0.06300651
7337,2016,0.04089913
7338,2005,0.05879845
7338,2016,0.03491108
7339,2005,0.06777075
7339,2016,0.03839634
7340,2005,0.09302598
7340,2016,0.04451436
8111,2005,0.0987999
8111,2016,0.05295739
8115,2005,0.06195181
8115,2016,0.03185153
8116,2005,0.05629639
8116,2016,0.03535099
8117,2005,0.06982068
8117,2016,0.03969189
8118,2005,0.05468779
8118,2016,0.03474588
8119,2005,0.06267658
8119,2016,0.03609809
8121,2005,0.10848296
8121,2016,0.05725491
8125,2005,0.06375484
8125,2016,0.03451352
8126,2005,0.05977086
8126,2016,0.03033913
8127,2005,0.06148356
8127,2016,0.03406703
8128,2005,0.06949381
8128,2016,0.03247071
8135,2005,0.08508225
8135,2016,0.05346766
8136,2005,0.07060816
8136,2016,0.03494937
8211,2005,0.09608171
8211,2016,0.05569925
8212,2005,0.08939839
8212,2016,0.05059544
8215,2005,0.0624337
8215,2016,0.03206778
8216,2005,0.05961498
8216,2016,0.03399981
8221,2005,0.08374946
8221,2016,0.04677399
8222,2005,0.12690168
8222,2016,0.05695822
8225,2005,0.07451686
8225,2016,0.03750876
8226,2005,0.07166061
8226,2016,0.04257711
8231,2005,0.10795748
8231,2016,0.07196906
8235,2005,0.06155839
8235,2016,0.03605625
8236,2005,0.05562052
8236,2016,0.02773759
8237,2005,0.06411766
8237,2016,0.03359093
8311,2005,0.09238972
8311,2016,0.05850673
8315,2005,0.05630334
8315,2016,0.03232209
8316,2005,0.05676744
8316,2016,0.03003042
8317,2005,0.06895733
8317,2016,0.03368985
8325,2005,0.05835825
8325,2016,0.03012961
8326,2005,0.07140397
8326,2016,0.03592641
8327,2005,0.06169345
8327,2016,0.02799751
8335,2005,0.07112153
8335,2016,0.03759883
8336,2005,0.06664426
8336,2016,0.03280903
8337,2005,0.06293972
8337,2016,0.03151099
8415,2005,0.05834028
8415,2016,0.03825784
8416,2005,0.06245956
8416,2016,0.03175929
8417,2005,0.08103424
8417,2016,0.03608534
8421,2005,0.09895144
8421,2016,0.04287757
8425,2005,0.06227513
8425,2016,0.02940976
8426,2005,0.05611643
8426,2016,0.02523012
8435,2005,0.05720443
8435,2016,0.0283787
8436,2005,0.05406359
8436,2016,0.02967769
8437,2005,0.07489481
8437,2016,0.03434111
9161,2005,0.08360435
9161,2016,0.03102516
9162,2005,0.08560834
9162,2016,0.04593865
9163,2005,0.09652204
9163,2016,0.04767981
9171,2005,0.08461553
9171,2016,0.03400325
9172,2005,0.06845307
9172,2016,0.04147339
9173,2005,0.0631804
9173,2016,0.02820977
9174,2005,0.05471361
9174,2016,0.02448395
9175,2005,0.04844955
9175,2016,0.02265233
9176,2005,0.04360665
9176,2016,0.01376155
9177,2005,0.04325625
9177,2016,0.01900694
9178,2005,0.04304564
9178,2016,0.02152979
9179,2005,0.05440103
9179,2016,0.02719776
9180,2005,0.06050933
9180,2016,0.03704966
9181,2005,0.06057559
9181,2016,0.03054313
9182,2005,0.05276954
9182,2016,0.02789692
9183,2005,0.08298666
9183,2016,0.03797997
9184,2005,0.04837342
9184,2016,0.02782975
9185,2005,0.05722961
9185,2016,0.02042648
9186,2005,0.05089756
9186,2016,0.01844631
9187,2005,0.05996637
9187,2016,0.02542097
9188,2005,0.04639437
9188,2016,0.03009474
9189,2005,0.0602973
9189,2016,0.02967208
9190,2005,0.05844305
9190,2016,0.02643487
9261,2005,0.09038184
9261,2016,0.04576957
9262,2005,0.10979856
9262,2016,0.05179575
9263,2005,0.1114879
9263,2016,0.05597089
9271,2005,0.0850648
9271,2016,0.03293678
9272,2005,0.09472647
9272,2016,0.03440641
9273,2005,0.06242943
9273,2016,0.02829453
9274,2005,0.05409999
9274,2016,0.02821073
9275,2005,0.09201415
9275,2016,0.03602843
9276,2005,0.08641487
9276,2016,0.04208827
9277,2005,0.07160656
9277,2016,0.03580637
9278,2005,0.06896831
9278,2016,0.02950418
9279,2005,0.04964014
9279,2016,0.02809147
9361,2005,0.13682372
9361,2016,0.05893446
9362,2005,0.09723844
9362,2016,0.03692625
9363,2005,0.14992112
9363,2016,0.06612188
9371,2005,0.09456604
9371,2016,0.02914358
9372,2005,0.08738965
9372,2016,0.03072481
9373,2005,0.06930098
9373,2016,0.02012154
9374,2005,0.08624572
9374,2016,0.03561704
9375,2005,0.0587952
9375,2016,0.02044594
9376,2005,0.0788996
9376,2016,0.03278469
9377,2005,0.104328
9377,2016,0.04154749
9461,2005,0.1081289
9461,2016,0.04676734
9462,2005,0.11979039
9462,2016,0.0538417
9463,2005,0.14537445
9463,2016,0.05328759
9464,2005,0.15027255
9464,2016,0.0703202
9471,2005,0.0722363
9471,2016,0.02503055
9472,2005,0.08315823
9472,2016,0.03305273
9473,2005,0.10719794
9473,2016,0.03472932
9474,2005,0.06965763
9474,2016,0.02929004
9475,2005,0.10328189
9475,2016,0.03461498
9476,2005,0.10094846
9476,2016,0.03536539
9477,2005,0.11911253
9477,2016,0.04078211
9478,2005,0.10616316
9478,2016,0.03866198
9479,2005,0.11999209
9479,2016,0.05007448
9561,2005,0.09135247
9561,2016,0.04884362
9562,2005,0.07879616
9562,2016,0.03863172
9563,2005,0.12026849
9563,2016,0.05980796
9564,2005,0.1310508
9564,2016,0.06635143
9565,2005,0.08283296
9565,2016,0.03657205
9571,2005,0.07201924
9571,2016,0.03002136
9572,2005,0.05364997
9572,2016,0.02307467
9573,2005,0.06738256
9573,2016,0.0301779
9574,2005,0.06682747
9574,2016,0.02692551
9575,2005,0.066753
9575,2016,0.0230872
9576,2005,0.06657869
9576,2016,0.02737144
9577,2005,0.08518738
9577,2016,0.03361553
9661,2005,0.10369307
9661,2016,0.05763774
9662,2005,0.13869113
9662,2016,0.06420283
9663,2005,0.09766268
9663,2016,0.04171496
9671,2005,0.06501986
9671,2016,0.03291349
9672,2005,0.0918842
9672,2016,0.03829156
9673,2005,0.0929485
9673,2016,0.0308443
9674,2005,0.07568217
9674,2016,0.0316751
9675,2005,0.06295445
9675,2016,0.02775205
9676,2005,0.07659249
9676,2016,0.03100024
9677,2005,0.06232966
9677,2016,0.0226793
9678,2005,0.05789421
9678,2016,0.03091086
9679,2005,0.05636002
9679,2016,0.02270544
9761,2005,0.13473279
9761,2016,0.06013266
9762,2005,0.09934522
9762,2016,0.05644862
9763,2005,0.09568062
9763,2016,0.04359686
9764,2005,0.08723338
9764,2016,0.04158315
9771,2005,0.06001169
9771,2016,0.02535831
9772,2005,0.06298753
9772,2016,0.02801807
9773,2005,0.05967005
9773,2016,0.02301833
9774,2005,0.0697061
9774,2016,0.02476242
9775,2005,0.0720167
9775,2016,0.02519082
9776,2005,0.05077886
9776,2016,0.02693144
9777,2005,0.05381114
9777,2016,0.02744033
9778,2005,0.05403664
9778,2016,0.02178078
9779,2005,0.05461726
9779,2016,0.0216041
9780,2005,0.0598774
9780,2016,0.02787864
10041,2005,0.13449967
10041,2016,0.09951991
10042,2005,0.08408853
10042,2016,0.05613849
10043,2005,0.11337598
10043,2016,0.08402136
10044,2005,0.09115541
10044,2016,0.05344383
10045,2005,0.09406456
10045,2016,0.05703002
10046,2005,0.07882622
10046,2016,0.03890313
11000,2005,0.18963675
11000,2016,0.09770037
12051,2005,0.21292395
12051,2016,0.10926944
12052,2005,0.18592026
12052,2016,0.0935956
12053,2005,0.18843846
12053,2016,0.09956666
12054,2005,0.13383478
12054,2016,0.06671793
12060,2005,0.17242186
12060,2016,0.07104341
12061,2005,0.14106177
12061,2016,0.05584782
12062,2005,0.22235764
12062,2016,0.09437323
12063,2005,0.17988882
12063,2016,0.07395114
12064,2005,0.18289106
12064,2016,0.07758338
12065,2005,0.16904435
12065,2016,0.06809534
12066,2005,0.24247878
12066,2016,0.10549652
12067,2005,0.17969023
12067,2016,0.08001473
12068,2005,0.20345183
12068,2016,0.08898933
12069,2005,0.12990876
12069,2016,0.05772395
12070,2005,0.21196177
12070,2016,0.10635045
12071,2005,0.20474301
12071,2016,0.08397113
12072,2005,0.1568586
12072,2016,0.06238612
12073,2005,0.24389274
12073,2016,0.13870409
13003,2005,0.1985267
13003,2016,0.09847868
13004,2005,0.17413098
13004,2016,0.09836336
13071,2005,0.22999133
13071,2016,0.1209523
13072,2005,0.1964661
13072,2016,0.07494575
13073,2005,0.2189618
13073,2016,0.11378557
13074,2005,0.16586981
13074,2016,0.07655525
13075,2005,0.24844069
13075,2016,0.11683355
13076,2005,0.15200941
13076,2016,0.06723887
14511,2005,0.17622642
14511,2016,0.08410797
14521,2005,0.18149541
14521,2016,0.06293089
14522,2005,0.18196824
14522,2016,0.06562248
14523,2005,0.16372252
14523,2016,0.06525076
14524,2005,0.18307493
14524,2016,0.0662552
14612,2005,0.14953406
14612,2016,0.07330445
14625,2005,0.18295376
14625,2016,0.07026895
14626,2005,0.21846211
14626,2016,0.10109912
14627,2005,0.18200498
14627,2016,0.07273061
14628,2005,0.16342935
14628,2016,0.06473792
14713,2005,0.20803674
14713,2016,0.08779972
14729,2005,0.19518685
14729,2016,0.06637316
14730,2005,0.19223723
14730,2016,0.08528936
15001,2005,0.18728999
15001,2016,0.10184395
15002,2005,0.20074869
15002,2016,0.10813599
15003,2005,0.19757903
15003,2016,0.10500255
15081,2005,0.17958146
15081,2016,0.08185041
15082,2005,0.213506
15082,2016,0.0956893
15083,2005,0.15759099
15083,2016,0.07095456
15084,2005,0.22869543
15084,2016,0.09570808
15085,2005,0.19271843
15085,2016,0.0721504
15086,2005,0.17072306
15086,2016,0.09129809
15087,2005,0.24632641
15087,2016,0.12385392
15088,2005,0.19111453
15088,2016,0.08356581
15089,2005,0.21856523
15089,2016,0.10512391
15090,2005,0.23134874
15090,2016,0.11627834
15091,2005,0.19544778
15091,2016,0.09451171
16051,2005,0.19197037
16051,2016,0.07499417
16052,2005,0.1961501
16052,2016,0.09947106
16053,2005,0.13329649
16053,2016,0.06551041
16054,2005,0.13836292
16054,2016,0.06366889
16055,2005,0.18819008
16055,2016,0.07272248
16056,2005,0.15486746
16056,2016,0.07692559
16061,2005,0.15787491
16061,2016,0.04963424
16062,2005,0.19567223
16062,2016,0.08036367
16063,2005,0.13461408
16063,2016,0.05095039
16064,2005,0.17951137
16064,2016,0.09134559
16065,2005,0.24690872
16065,2016,0.09855737
16066,2005,0.13674493
16066,2016,0.04956549
16067,2005,0.15336262
16067,2016,0.06362673
16068,2005,0.19545913
16068,2016,0.06770455
16069,2005,0.14372869
16069,2016,0.04377631
16070,2005,0.18985337
16070,2016,0.06814855
16071,2005,0.17170327
16071,2016,0.05243357
16072,2005,0.1314253
16072,2016,0.03946112
16073,2005,0.18373368
16073,2016,0.06749747
16074,2005,0.14895504
16074,2016,0.05613192
16075,2005,0.15502287
16075,2016,0.05936199
16076,2005,0.1754117
16076,2016,0.06651755
16077,2005,0.21091135
16077,2016,0.0919225
