facet,facet_value,year,value
Insgesamt,Insgesamt,2005,0.1382978882
Insgesamt,Insgesamt,2006,0.1408927735
Insgesamt,Insgesamt,2007,0.1273388568
Insgesamt,Insgesamt,2008,0.1180476155
Insgesamt,Insgesamt,2009,0.111
Insgesamt,Insgesamt,2010,0.1185944009
Insgesamt,Insgesamt,2011,0.115603618
Insgesamt,Insgesamt,2012,0.1036781516
Insgesamt,Insgesamt,2013,0.0980785501
Insgesamt,Insgesamt,2014,0.0952825666
Insgesamt,Insgesamt,2015,0.0981787702091135
Insgesamt,Insgesamt,2016,0.103252223215194
